Fecha,Tiempo en la página,Muestreo de carga de página,Promedio de tiempo en la página,Tiempo de búsqueda de dominio (ms),Promedio de páginas vistas por búsqueda,Tiempo de descarga de la página (ms),Tiempo medio de descarga de la página (s),Tiempo de redirección (ms),Tiempo medio de redirección (s),Tiempo de conexión de servidor (ms),Tiempo medio de conexión de servidor (es),Tiempo medio de respuesta de servidor (es),Tiempo medio de respuesta de servidor (es),Muestra de métricas de velocidad,Tiempo de interacción de documento (milésimas de segundo),Tiempo medio de interacción de documento (segundos),Tiempo de carga de contenido de documento (milésimas de segundo),Muestra de métricas de latencia de DOM
20171119,381678,97,57.71631634659005,1225,null,12913,0.1331237113402062,10687,0.11017525773195877,5966,0.06150515463917526,0.7288556701030927,0.7288556701030927,97,224383,2.3132268041237114,224422,97
20171120,588859,40,63.93691639522258,266,null,2339,0.058475,17945,0.448625,11625,0.290625,1.3464500000000001,1.3464500000000001,40,154257,3.856425,154263,40
20171121,581980,81,63.6669948583306,821,null,12634,0.1559753086419753,13800,0.1703703703703704,5944,0.07338271604938272,1.1449506172839505,1.1449506172839505,81,214804,2.651901234567901,214831,81
20171122,491938,19,64.76276987888362,54,null,2734,0.14389473684210527,13821,0.727421052631579,1145,0.060263157894736845,1.5429473684210526,1.5429473684210526,19,85030,4.475263157894736,85035,19
20171123,531819,54,61.76759581881533,178,null,10656,0.19733333333333333,52997,0.981425925925926,5207,0.09642592592592593,1.5771296296296295,1.5771296296296295,54,617007,11.426055555555555,617016,54
20171124,496955,68,60.25157613967022,546,null,8487,0.12480882352941176,13375,0.19669117647058823,1771,0.026044117647058822,1.3185882352941176,1.3185882352941176,68,189493,2.7866617647058822,189513,68
20171125,343275,67,53.0564142194745,1029,null,8030,0.11985074626865672,7904,0.11797014925373135,1948,0.029074626865671645,0.7814925373134328,0.7814925373134328,67,160989,2.402820895522388,161002,67
20171126,230163,98,54.852955195424215,227,null,10976,0.112,18129,0.18498979591836734,1750,0.017857142857142856,1.04334693877551,1.04334693877551,98,238785,2.4365816326530614,238804,98
20171127,518728,69,61.84167858845971,1065,null,10545,0.15282608695652175,20612,0.2987246376811594,3630,0.052608695652173916,1.0729420289855072,1.0729420289855072,69,187635,2.7193478260869566,187651,69
20171128,238317,12,65.7063688999173,1018,null,5530,0.4608333333333333,3448,0.28733333333333333,6008,0.5006666666666667,0.5465833333333334,0.5465833333333334,12,66165,5.51375,66166,12
20171129,508443,44,66.10882850084515,72,null,4087,0.09288636363636364,24584,0.5587272727272727,717,0.016295454545454547,1.2233636363636362,1.2233636363636362,44,126405,2.872840909090909,126412,44
20171130,408841,40,56.7755867240661,3208,null,5071,0.126775,20909,0.522725,929,0.023225000000000003,0.42917500000000003,0.42917500000000003,40,126801,3.170025,126848,40
20171201,396278,86,61.533850931677016,459,null,6032,0.07013953488372093,16268,0.18916279069767442,903,0.0105,0.8184534883720931,0.8184534883720931,86,163656,1.9029767441860466,163761,86
20171202,318399,48,54.8113272508177,1097,null,14290,0.2977083333333333,7970,0.16604166666666667,1274,0.02654166666666667,0.6678125,0.6678125,48,147784,3.0788333333333333,147793,48
20171203,309501,50,56.27290909090909,139,null,5839,0.11678,8560,0.1712,3513,0.07026,1.41724,1.41724,50,148011,2.9602199999999996,148229,50
20171204,467593,70,63.265187390069,108,null,4736,0.06765714285714286,18182,0.2597428571428571,2731,0.03901428571428571,1.4266142857142856,1.4266142857142856,70,193190,2.759857142857143,193196,70
20171205,475951,37,64.4570693391116,84,null,3487,0.09424324324324324,17082,0.4616756756756757,488,0.013189189189189189,1.2472432432432434,1.2472432432432434,37,157239,4.249702702702702,157363,37
20171206,368882,40,62.938406415287496,2785,null,2715,0.067875,18961,0.474025,1426,0.03565,1.2469000000000001,1.2469000000000001,40,124750,3.11875,124756,40
20171207,323099,56,63.04370731707317,106,null,2583,0.046125,21037,0.3756607142857143,2131,0.03805357142857143,0.6932142857142857,0.6932142857142857,56,142875,2.5513392857142856,142887,56
20171208,236282,35,56.3381020505484,330,null,4340,0.124,25534,0.729542857142857,717,0.020485714285714284,1.1627428571428573,1.1627428571428573,35,173459,4.955971428571429,173472,35
20171209,272635,33,53.67887379405395,108,null,16023,0.48554545454545456,25143,0.7619090909090909,850,0.025757575757575757,1.1587575757575757,1.1587575757575757,33,128725,3.900757575757576,128727,33
20171210,288937,28,55.91968260112251,891,null,1417,0.05060714285714286,12188,0.4352857142857143,823,0.02939285714285714,1.1350714285714287,1.1350714285714287,28,85056,3.037714285714286,85063,28
20171211,459681,35,67.31307658515156,161,null,1626,0.04645714285714286,18051,0.5157428571428572,657,0.01877142857142857,1.0763714285714285,1.0763714285714285,35,86747,2.4784857142857146,86755,35
20171212,446052,105,65.42270460545615,148,null,10422,0.09925714285714285,20925,0.1992857142857143,2727,0.025971428571428572,1.4250190476190476,1.4250190476190476,105,307424,2.927847619047619,307444,105
20171213,417109,128,63.63218916857361,1264,null,38293,0.2991640625,12511,0.0977421875,2236,0.01746875,1.4767421875,1.4767421875,128,397706,3.107078125,397727,128
20171214,343916,61,58.57877703968659,648,null,6503,0.10660655737704919,28252,0.46314754098360655,2883,0.04726229508196721,0.9967704918032787,0.9967704918032787,61,238755,3.9140163934426226,238894,61
20171215,342396,87,67.44061453614339,3498,null,8045,0.0924712643678161,15299,0.1758505747126437,2315,0.026609195402298853,1.0311724137931035,1.0311724137931035,87,189407,2.1770919540229885,189411,87
20171216,219395,23,56.22629420809841,219,null,8975,0.3902173913043478,11388,0.4951304347826087,937,0.04073913043478261,1.1950434782608694,1.1950434782608694,23,111703,4.856652173913043,111707,23
20171217,44705,28,55.05541871921182,97,null,2267,0.08096428571428571,778,0.027785714285714285,432,0.015428571428571429,1.38,1.38,28,58412,2.0861428571428573,58414,28
20171218,409600,77,64.17045276515745,743,null,7196,0.09345454545454546,15463,0.2008181818181818,2459,0.031935064935064934,1.1871038961038962,1.1871038961038962,77,232609,3.0208961038961037,232619,77
20171219,325967,24,64.98544657097288,167,null,3379,0.14079166666666665,8776,0.3656666666666667,1932,0.0805,1.1154583333333332,1.1154583333333332,24,61864,2.5776666666666666,61868,24
20171220,292023,65,60.074675992594116,10,null,5211,0.08016923076923077,8892,0.1368,4278,0.06581538461538462,1.4237846153846154,1.4237846153846154,65,155907,2.3985692307692306,156387,65
20171221,267621,70,62.68938861560084,705,null,6705,0.0957857142857143,17087,0.24409999999999998,4497,0.06424285714285714,1.6622714285714284,1.6622714285714284,70,177688,2.5384,177695,70
20171222,235221,17,63.11269117252482,203,null,2123,0.12488235294117646,12034,0.7078823529411765,300,0.01764705882352941,0.4960588235294118,0.4960588235294118,17,88273,5.192529411764706,88283,17
20171223,124875,12,55.997757847533634,270,null,1231,0.10258333333333333,5789,0.48241666666666666,187,0.015583333333333334,1.1884166666666667,1.1884166666666667,12,53957,4.496416666666667,53958,12
20171224,65901,5,49.925,53,null,762,0.1524,367,0.0734,570,0.114,0.8876000000000001,0.8876000000000001,5,20507,4.1014,20509,5
20171225,122712,12,51.06616729088639,11,null,1027,0.08558333333333333,2111,0.17591666666666667,726,0.0605,0.8899166666666666,0.8899166666666666,12,51772,4.314333333333333,51772,12
20171226,429457,30,68.34134309357097,410,null,2491,0.08303333333333333,5434,0.1811333333333333,1431,0.047700000000000006,0.8294,0.8294,30,94684,3.156133333333333,94691,30
20171227,397700,87,66.60525875062804,627,null,8759,0.10067816091954024,16685,0.1917816091954023,14619,0.1680344827586207,1.2745632183908047,1.2745632183908047,87,203463,2.338655172413793,203474,87
20171228,352489,57,68.35156098506884,390,null,6569,0.11524561403508772,17883,0.3137368421052632,2789,0.048929824561403504,1.3137894736842106,1.3137894736842106,57,195915,3.4371052631578944,195926,57
20171229,306199,50,68.65448430493274,878,null,3107,0.06214,17622,0.35244,1762,0.03524,1.25898,1.25898,50,214456,4.28912,214486,50
20171230,177321,28,57.74047541517421,44,null,3705,0.1323214285714286,9105,0.32517857142857143,551,0.019678571428571427,1.2879642857142857,1.2879642857142857,28,112560,4.02,112565,28
20171231,76089,3,61.96172638436482,9,null,286,0.09533333333333333,995,0.33166666666666667,206,0.06866666666666667,0.675,0.675,3,8051,2.6836666666666664,8109,3
20180101,138708,14,52.56081849185298,2722,null,1170,0.08357142857142857,3925,0.28035714285714286,1943,0.1387857142857143,1.1415,1.1415,14,51109,3.6506428571428575,51113,14
20180102,310048,40,78.19621689785625,36322,null,3576,0.08940000000000001,8718,0.21794999999999998,1895,0.047375,1.236575,1.236575,40,147621,3.690525,147621,40
20180103,375762,63,73.66437953342482,435,null,8439,0.13395238095238096,12898,0.20473015873015873,3817,0.060587301587301585,1.415888888888889,1.415888888888889,63,324171,5.1455714285714285,324178,63
