Fecha,Página,Nombre de host,Nivel de ruta de página 1,Nivel de ruta de página 2,Nivel de ruta de página 3,Nivel de ruta de página 4,Valor de página,Entradas,Entradas/número de páginas vistas,Número de páginas vistas,Páginas/Sesión,Número de páginas vistas únicas,Tiempo en la página,Promedio de tiempo en la página,Salidas,Porcentaje de salidas
20200730,/clientes/agenda/d3/index.asp?lcodigo=0,www.ceramicaitalia.com,/clientes/,/agenda/,/d3/,/index.asp?lcodigo=0,0,5,0.047619047619047616,105,21,75,6485,80.06172839506173,24,0.22857142857142856
20180222,/inf/images/stories/WebPageFiles/Manual_Instalacion_Revestimiento.pdf,www.ceramicaitalia.com,/inf/,/images/,/stories/,/WebPageFiles/Manual_Instalacion_Revestimiento.pdf,0,3,1,3,1,3,0,null,3,1
20190417,"/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=1369",www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,"/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=1369",0,3,0.13636363636363635,22,7.333333333333333,3,374,19.68421052631579,3,0.13636363636363635
20190417,/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1400,www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1400,0,3,0.6,5,1.6666666666666667,3,0,0,3,0.6
20200719,/clientes/agenda/d3/index.asp?lcodigo=0,www.ceramicaitalia.com,/clientes/,/agenda/,/d3/,/index.asp?lcodigo=0,0,3,0.06976744186046512,43,14.333333333333334,35,4888,128.6315789473684,5,0.11627906976744186
20180815,/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1384&ProjectNr=75000&RestrictionField1=ProjectNr,www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1384&ProjectNr=75000&RestrictionField1=ProjectNr,0,3,1,3,1,3,0,null,3,1
20180725,/pdf/catalogos/bling/Ceramica_Italia_Catalogo_Coleccion_Bling.pdf,www.ceramicaitalia.com,/pdf/,/catalogos/,/bling/,/Ceramica_Italia_Catalogo_Coleccion_Bling.pdf,0,3,1,3,1,3,32,10.666666666666666,0,0
20200617,/clientes/agenda/d3/index.asp?lcodigo=0,www.ceramicaitalia.com,/clientes/,/agenda/,/d3/,/index.asp?lcodigo=0,0,5,0.028089887640449437,178,35.6,145,18943,135.30714285714285,38,0.21348314606741572
20200308,"/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1384&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1",www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,"/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1384&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1",0,3,0.6,5,1.6666666666666667,3,644,322,3,0.6
20181217,/ec/campana-/audi/test/test/,www.ceramicaitalia.com,/ec/,/campana-/,/audi/,/test/test/,0,3,1,3,1,3,0,null,3,1
20190131,"/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1218&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1",www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,"/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1218&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1",0,5,1,5,1,5,0,null,5,1
20190530,/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1335,www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1335,0,3,0.2727272727272727,11,3.6666666666666665,3,218,27.25,3,0.2727272727272727
20200818,/clientes/agenda/d3/index.asp?lcodigo=0,www.ceramicaitalia.com,/clientes/,/agenda/,/d3/,/index.asp?lcodigo=0,0,5,0.0847457627118644,59,11.8,38,2424,60.6,19,0.3220338983050847
20190820,/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1218,www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Type=1218,0,3,0.6,5,1.6666666666666667,3,3207,641.4,0,0
20190422,"/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=584",www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,"/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=584",0,3,0.2727272727272727,11,3.6666666666666665,3,1282,160.25,3,0.2727272727272727
20190228,/inspirate/images/Ambientes/Pequeños/0000000089-Cittanova_Montenero.jpg,www.ceramicaitalia.com,/inspirate/,/images/,/Ambientes/,/Pequeños/0000000089-Cittanova_Montenero.jpg,0,3,1,3,1,3,0,null,3,1
20200628,/clientes/agenda/d3/index.asp?lcodigo=0,www.ceramicaitalia.com,/clientes/,/agenda/,/d3/,/index.asp?lcodigo=0,0,3,0.038461538461538464,78,26,70,4419,71.2741935483871,16,0.20512820512820512
20180907,"/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=1359",www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,"/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=1359",0,3,0.6,5,1.6666666666666667,3,641,320.5,3,0.6
20200701,/clientes/agenda/d3/index.asp?lcodigo=0,www.ceramicaitalia.com,/clientes/,/agenda/,/d3/,/index.asp?lcodigo=0,0,8,0.09876543209876543,81,10.125,78,3943,66.83050847457628,22,0.2716049382716049
20180616,/web1/images/catalogos/general.pdf,www.ceramicaitalia.com,/web1/,/images/,/catalogos/,/general.pdf,0,3,0.1875,16,5.333333333333333,8,83,6.384615384615385,3,0.1875
20191023,/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=1&Mode=Edit&ID={dfc4201a-094a-40ce-b32d-ce96935b20ef}&ReturnTo=WflRequest.aspx?PSARequestType=0&CapacityRequestType=0&isMER=False&isCPR=False&RQ_Copy=0&RequestID={fee5e02d-bf05-4f99-acd4-87055f7c07ca}&HiddenStartTime=00:00:00&BTWSickRequestCompleted=1&NumberFormatMandatory=1&ID={fee5e02d-bf05-4f99-acd4-87055f7c07ca}&HiddenVatType=0&HiddenStartTimeActual=00:00:00&BTWRequestType=0&NumberFormatGeneral=1&HiddenEndTime=00:00:00&HiddenCostIncludeVat=0&Modifier=9755&RQ_Reopen=0&TimeFormat=0&tblAttachmentCount=0&HiddenEndTimeActual=00:00:00&Modified=10/23/2019+15:17:15&NumberFormat=0&UseLines=False&EnvAppRoot=http://www.ceramicaitalia.com/synergy&BCAction=1&IsServiceActivity=False&isHPR=False&isTER=False&bCapacityRequest=0&CopyINeed=0&Status=1&OldStatus=1&HiddenVatAmount=0&HiddenVatPercent=0,www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=1&Mode=Edit&ID={dfc4201a-094a-40ce-b32d-ce96935b20ef}&ReturnTo=WflRequest.aspx?PSARequestType=0&CapacityRequestType=0&isMER=False&isCPR=False&RQ_Copy=0&RequestID={fee5e02d-bf05-4f99-acd4-87055f7c07ca}&HiddenStartTime=00:00:00&BTWSickRequestCompleted=1&NumberFormatMandatory=1&ID={fee5e02d-bf05-4f99-acd4-87055f7c07ca}&HiddenVatType=0&HiddenStartTimeActual=00:00:00&BTWRequestType=0&NumberFormatGeneral=1&HiddenEndTime=00:00:00&HiddenCostIncludeVat=0&Modifier=9755&RQ_Reopen=0&TimeFormat=0&tblAttachmentCount=0&HiddenEndTimeActual=00:00:00&Modified=10/23/2019+15:17:15&NumberFormat=0&UseLines=False&EnvAppRoot=http://www.ceramicaitalia.com/synergy&BCAction=1&IsServiceActivity=False&isHPR=False&isTER=False&bCapacityRequest=0&CopyINeed=0&Status=1&OldStatus=1&HiddenVatAmount=0&HiddenVatPercent=0,0,3,0.2727272727272727,11,3.6666666666666665,3,191,23.875,3,0.2727272727272727
20181214,"/Synergy/CuteSoft_Client/CuteEditor/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=1218",www.ceramicaitalia.com,/Synergy/,/CuteSoft_Client/,/CuteEditor/,"/Template.aspx?Referrer=http://www.ceramicaitalia.com/synergy/docs/DocDocumentEdit.aspx?BCAction=0&Resultcols=BacoDiscussions.ID,HID,Subject&Resultformats=0,9,0&IsModal=1&Type=1218",0,3,0.6,5,1.6666666666666667,3,234,117,3,0.6
