Nombre_Sala ;Zona_Sala;Ano_Mes;Total_Clientes;Clientes_Nuevos;Clientes_Recurrentes;Max_Valor_Cliente+Fact;Cant_Trx_Cliente+Fact;Nivel_ingresos_Cliente+Fact;Ciudad_Cliente+Fact;Genero_Cliente+Fact;Edad_Cliente+Fact;Cant_Trx_Cliente+Trx;Ticket_Prom_Cliente+Trx;Nivel_ingresos_Cliente+Trx;Ciudad_Cliente+Trx;Genero_Cliente+Trx;Edad_Cliente+Trx;Clientes_bancolombia;Clientes_ Otros_bancos;Persona_Natural;Persona_Juridica;Persona_Sin_Datos;Genero_Mujer;Genero_Hombre;Genero_Sin_datos;Mujer_Menor_17;Hombre_Menor_17;Mujer_17_a_24;Hombre_17_a_24;Mujer_25_a_36;Hombre_25_a_36;Mujer_37_a_49;Hombre_37_a_49;Mujer_50_a_64;Hombre_50_a_64;Mujer_Mayor_64;Hombre_Mayor_64;Edad_Sin_datos;Casado;Divorciado;Soltero;Union_Libre;Viudo;Estado_Civil_Sin_datos;Afinidad_Bienestar;Afinidad_Carro;Afinidad_Cine;Afinidad_Colegio;Afinidad_Comida_rapida;Afinidad_Compra_Online;Afinidad_Cultura;Afinidad_Decoracion;Afinidad_Deporte;Afinidad_Entretenimiento;Afinidad_Familia;Afinidad_Futbol;Afinidad_Mascotas;Afinidad_Mercado;Afinidad_Moda_General;Afinidad_Moda_Hombre;Afinidad_Moda_Mujer;Afinidad_Moto;Afinidad_Ninos;Afinidad_Reposteria;Afinidad_Restaurante;Afinidad_Salud;Afinidad_Tecnologia;Afinidad_Transporte publico;Afinidad_Universidad;Afinidad_Viajes;Cant_hijos_0;Cant_hijos_1;Cant_hijos_2;Cant_hijos_3;Cant_hijos_4+;Cant_hijos_Sin_datos;"Clientes bancolombia
Salario Minimo
0 a 1
% Clientes";"Clientes bancolombia
Salario Minimo
0 a 1
Ticket Promedio";"Clientes bancolombia
Salario Minimo
2 a 3
% Clientes";"Clientes bancolombia
Salario Minimo
2 a 3
Ticket Promedio";"Clientes bancolombia
Salario Minimo
4 a 6
% Clientes";"Clientes bancolombia
Salario Minimo
4 a 6
Ticket Promedio";"Clientes bancolombia
Salario Minimo
7 a 10
% Clientes";"Clientes bancolombia
Salario Minimo
7 a 10
Ticket Promedio";"Clientes bancolombia
Salario Minimo
+11
% Clientes";"Clientes bancolombia
Salario Minimo
+11
Ticket Promedio";"Clientes bancolombia
Ocupacion
Ama de casa
% de Clientes";"Clientes bancolombia
Ocupacion
Ama de casa
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Comerciante
% de Clientes";"Clientes bancolombia
Ocupacion
Comerciante
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Desempleado sin ingresos
% de Clientes";"Clientes bancolombia
Ocupacion
Desempleado sin ingresos
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Estudiante
% de Clientes";"Clientes bancolombia
Ocupacion
Estudiante
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Ganadero
% de Clientes";"Clientes bancolombia
Ocupacion
Ganader
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Independiente
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Jubilado
% de Clientes";"Clientes bancolombia
Ocupacion
Jubilado
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Otros
% de Clientes";"Clientes bancolombia
Ocupacion
Otros
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Profesional Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Profesional Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Rentista de capital
% de Clientes";"Clientes bancolombia
Ocupacion
Rentista de capital
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Socio o Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Socio o empleado
% Ticket Promedio";"Clientes Bancolombia
Nivel digital 
Bajo";"Clientes Bancolombia
Nivel digital 
Medio";"Clientes Bancolombia
Nivel digital 
Alto";"Clientes Bancolombia
Nivel digital 
Muy alto";"Clientes Bancolombia
Nivel digital 
Sin datos";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Publico";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Particular";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Apss";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Sin datos";"Clientes Bancolombia
Tipo de vivienda
Familiar";"Clientes Bancolombia
Tipo de vivienda
Propia";"Clientes Bancolombia
Tipo de vivienda
Sin datos";;
SALA BOGOTA NORTE;402;201904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;202007;5;5;0;$807.310;1;4 a 6 SMMLV;CUCUTA;MUJER;37-49;1;$807.310;4 a 6 SMMLV;CUCUTA;MUJER;37-49;1;4;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,00%;$0;0,00%;$0;100,00%;$807.310;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0;$0;0,00%;$0;0,00%;$0;0,00%;$0;100%;$807.310;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0;0;0;0;1;0;0;0;1;0;0;1;;
CERAMIA CUCUTA;650;202006;1;0;1;$154.441;1;2 a 3 SMMLV;CUCUTA;MUJER;25-36;1;$154.441;2 a 3 SMMLV;CUCUTA;MUJER;25-36;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0,00%;$0;100%;$154.441;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0;$0;100%;$154.441;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;1;0;0;0;0;0;0;0;1;0;0;1;;
CERAMIA CUCUTA;650;202005;2;2;0;$445.998;1;2 a 3 SMMLV;CUCUTA;MUJER;25-36;1;$445.998;2 a 3 SMMLV;CUCUTA;MUJER;25-36;2;0;2;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0,00%;$0;50.00 %;$445.998,00;0.00 %;$0;50.00 %;$858.599,00;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;100%;$652.298;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;2;0;0;0;0;0;0;0;2;0;0;2;;
CERAMIA CUCUTA;650;202004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;202003;1;1;0;$1.312.518;1;7 a 10 SMMLV;CUCUTA;HOMBRE;25-36;1;$1.312.518;7 a 10 SMMLV;CUCUTA;HOMBRE;25-36;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0,00%;$0;0,00%;$0;0,00%;$0;100%;$1.312.518;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;100%;$1.312.518;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;1;0;0;0;0;0;0;0;1;1;0;0;;
CERAMIA CUCUTA;650;202002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;202001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA CUCUTA;650;201810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;202007;15;13;2;$11.042.047;2.0;+11 SMMLV;MONTERIA;HOMBRES;37-49;2.0;$580.097;+11 SMMLV;MONTERIA;MUJERES;50-64;8;7;8;0;0;5;3;0;0;0;0;0;0;1;2;1;2;2;0;0;0;5;0;1;2;0;0;3;0;0;0;0;0;2;3;3;1;1;0;0;6;4;1;3;0;2;1;2;2;4;0;0;4;2;1;4;0;1;0;0,00%;0;12.50 %;$88.976;12.50%;$111.980;0,00%;0;75,00%;$4.175.748;0,00%;$0;12,50%;$11.042.046;0,00%;0;25,00%;$660.077;0,00%;$0;0,00%;$0;25,00%;$110.990;0,00%;0;0,00%;$0;25,00%;$4.410.262;12,50%;$580.096;0,00%;$0;0;1;3;0;5;0;1;0;7;1;5;2;;
CERAMIA MONTERIA;630;202006;10;9;1;$1.795.686;2.0;+11 SMMLV;MONTERIA;HOMBRES;25-36;2.0;$1.453.481;+11 SMMLV;MONTERIA;HOMBRES;50-64;10;0;10;0;0;4;6;0;0;0;0;0;2;3;2;2;0;1;0;0;0;4;0;3;2;1;0;3;0;0;0;0;0;4;6;0;3;0;0;0;5;4;0;0;0;0;0;4;0;0;0;0;6;8;0;2;0;0;0;10,00%;$986.534;0,00%;$0;0,00%;$0;30,00%;$2.236.747;60,00%;$2.303.158;0,00%;$0;20,00%;$5.354.380;0,00%;0;40,00%;$1.855.856;10,00%;$823.433;0,00%;$0;0,00%;$0;0,00%;0;0,00%;$0;30,00%;$1.855.856;0,00%;$0;0,00%;$0;2;0;5;1;2;0;1;1;8;4;4;2;;
CERAMIA MONTERIA;630;202005;7;6;1;$7.377.876;4.0;+11 SMMLV;CHINU;HOMBRES;50-64;4.0;$7.377.876;+11 SMMLV;CHINU;HOMBRES;50-64;7;0;6;1;0;2;4;1;0;0;0;0;1;0;0;1;1;3;0;0;1;5;0;0;1;0;1;2;1;0;0;0;0;0;4;0;0;0;0;0;2;3;2;0;0;2;0;0;0;0;0;0;3;4;1;2;0;0;1;14.29%;$9.871.413;28.57%;$1.046.096;0,00%;$0;0,00%;$0;57,14%;$4.492.768;0,00%;$0;14,29%;$92.193;0,00%;0;42,86%;$4.054.963;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;0;14,29%;$1.172.371;28,57%;$5.996.705;0,00%;$0;0,00%;$0;2;0;2;0;3;0;0;0;7;1;1;5;;
CERAMIA MONTERIA;630;202004;0;0;0;$0;;0;0;0;0;0;$0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0;0;0;0;0;0;0;0;0;0;0;0;;
CERAMIA MONTERIA;630;202003;11;6;5;$9.051.501;1.0;4 a 6 SMMLV;LORICA;HOMBRES;0-16;2.0;$1.633.642;+11 SMMLV;CERETE;HOMBRES;50-64;11;0;10;1;0;3;7;1;0;1;0;0;1;1;0;3;2;2;0;0;1;4;1;3;2;0;1;4;0;0;0;3;0;0;5;0;0;0;0;0;5;6;0;0;0;3;0;4;6;0;0;0;0;6;2;2;0;1;0;0,00%;$0;9,09%;$623.620;18,18%;$4.568.539;9,09%;$8.163.520;63,64%;$1.862.647;0,00%;$0;0,00%;$0;0,00%;0;45,45%;$2.682.254;9,09%;$9.051.501;0,00%;$0;9,09%;$295.001;0,00%;0;9,09%;$890.908;18,18%;$656.994;0,00%;$0;0,00%;$0;0;3;4;1;3;0;1;1;9;4;2;5;;
CERAMIA MONTERIA;630;202002;14;10;4;$4.987.077;1.0;+11 SMMLV;MONTERIA;MUJERES;50-64;3.0;$1.317.087;7 a 10 SMMLV;MONTERIA;HOMBRES;50-64;14;0;12;2;0;6;6;2;0;0;1;0;1;1;1;1;3;4;0;0;2;5;1;4;2;0;2;4;0;0;0;0;0;3;6;4;0;0;0;0;4;3;0;3;0;0;0;0;4;0;0;0;0;9;1;3;1;0;0;14,29%;$155.468;0,00%;$0;0,00%;$0;7,14%;$1.317.087;78,57%;$2.051.957;0,00%;$0;0,00%;$0;0,00%;0;28,57%;$2.299.596;7,14%;$245.101;0,00%;$0;21,43%;$515.083;0,00%;0;14,29%;$2.573.323;0,00%;$0;14,29%;$2.946.822;0,00%;$0;1;1;6;0;6;0;1;1;12;2;5;7;;
CERAMIA MONTERIA;630;202001;17;12;5;$3.000.000;2.0;+11 SMMLV;SINCELEJO;MUJERES;25-36;2.0;$935.232;+11 SMMLV;MONTERIA;HOMBRES;50-64;17;0;14;3;0;4;10;3;0;0;0;0;2;1;1;5;1;4;0;0;3;9;0;2;3;0;3;0;5;0;0;0;4;5;15;0;0;0;0;4;0;0;0;0;0;0;0;7;7;0;0;0;10;8;4;3;0;0;2;0,00%;$0;0,00%;$0;0,00%;$0;11,76%;$4.636.216;88,24%;$2.548.460;0,00%;$0;17,65%;$4.825.065;0,00%;0;11,76%;$10.606.903;0,00%;$0;0,00%;$0;23,53%;$1.595.094;0,00%;0;17,65%;$939.688;17,65%;$1.791.770;0,00%;$0;0,00%;$0;1;0;4;0;12;0;0;3;14;6;2;9;;
CERAMIA MONTERIA;630;201912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA MONTERIA;630;201810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;202007;44;41;3;$2.789.083;1.0;2 a 3 SMMLV;BOGOTA D.C.;HOMBRES;37-49;2.0;$622.771;7 a 10 SMMLV;BOGOTA D.C.;MUJERES;50-64;17;27;14;3;0;4;10;0;0;0;1;0;0;2;7;2;1;1;0;0;0;3;1;6;2;0;2;2;5;1;0;6;3;1;6;2;1;0;0;0;5;7;0;1;0;1;2;4;5;4;1;0;3;12;2;2;0;1;0;0.00 %;$0;17.65 %;$1.912.021;11.76 %;$920.790;29.41 %;$555.038,00;41.18 %;$872.552;0,00%;$0;5.88 %;$441.802,00;0,00%;$0;52.94 %;$1.062.460;0,00%;$0;0,00%;$0;17.65 %;$706.659;0,00%;$0;17.65 %;$1.144.758;5.88 %;$64.800,00;0,00%;$0;0,00%;$0;3;0;7;0;4;3;2;0;9;5;3;6;;
