Nombre_Sala ;Zona_Sala;Ano_Mes;Total_Clientes;Clientes_Nuevos;Clientes_Recurrentes;Max_Valor_Cliente+Fact;Cant_Trx_Cliente+Fact;Nivel_ingresos_Cliente+Fact;Ciudad_Cliente+Fact;Genero_Cliente+Fact;Edad_Cliente+Fact;Cant_Trx_Cliente+Trx;Ticket_Prom_Cliente+Trx;Nivel_ingresos_Cliente+Trx;Ciudad_Cliente+Trx;Genero_Cliente+Trx;Edad_Cliente+Trx;Clientes_bancolombia;Clientes_ Otros_bancos;Persona_Natural;Persona_Juridica;Persona_Sin_Datos;Genero_Mujer;Genero_Hombre;Genero_Sin_datos;Mujer_Menor_17;Hombre_Menor_17;Mujer_17_a_24;Hombre_17_a_24;Mujer_25_a_36;Hombre_25_a_36;Mujer_37_a_49;Hombre_37_a_49;Mujer_50_a_64;Hombre_50_a_64;Mujer_Mayor_64;Hombre_Mayor_64;Edad_Sin_datos;Casado;Divorciado;Soltero;Union_Libre;Viudo;Estado_Civil_Sin_datos;Afinidad_Bienestar;Afinidad_Carro;Afinidad_Cine;Afinidad_Colegio;Afinidad_Comida_rapida;Afinidad_Compra_Online;Afinidad_Cultura;Afinidad_Decoracion;Afinidad_Deporte;Afinidad_Entretenimiento;Afinidad_Familia;Afinidad_Futbol;Afinidad_Mascotas;Afinidad_Mercado;Afinidad_Moda_General;Afinidad_Moda_Hombre;Afinidad_Moda_Mujer;Afinidad_Moto;Afinidad_Ninos;Afinidad_Reposteria;Afinidad_Restaurante;Afinidad_Salud;Afinidad_Tecnologia;Afinidad_Transporte publico;Afinidad_Universidad;Afinidad_Viajes;Cant_hijos_0;Cant_hijos_1;Cant_hijos_2;Cant_hijos_3;Cant_hijos_4+;Cant_hijos_Sin_datos;"Clientes bancolombia
Salario Minimo
0 a 1
% Clientes";"Clientes bancolombia
Salario Minimo
0 a 1
Ticket Promedio";"Clientes bancolombia
Salario Minimo
2 a 3
% Clientes";"Clientes bancolombia
Salario Minimo
2 a 3
Ticket Promedio";"Clientes bancolombia
Salario Minimo
4 a 6
% Clientes";"Clientes bancolombia
Salario Minimo
4 a 6
Ticket Promedio";"Clientes bancolombia
Salario Minimo
7 a 10
% Clientes";"Clientes bancolombia
Salario Minimo
7 a 10
Ticket Promedio";"Clientes bancolombia
Salario Minimo
+11
% Clientes";"Clientes bancolombia
Salario Minimo
+11
Ticket Promedio";"Clientes bancolombia
Ocupacion
Ama de casa
% de Clientes";"Clientes bancolombia
Ocupacion
Ama de casa
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Comerciante
% de Clientes";"Clientes bancolombia
Ocupacion
Comerciante
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Desempleado sin ingresos
% de Clientes";"Clientes bancolombia
Ocupacion
Desempleado sin ingresos
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Estudiante
% de Clientes";"Clientes bancolombia
Ocupacion
Estudiante
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Ganadero
% de Clientes";"Clientes bancolombia
Ocupacion
Ganader
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Independiente
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Jubilado
% de Clientes";"Clientes bancolombia
Ocupacion
Jubilado
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Otros
% de Clientes";"Clientes bancolombia
Ocupacion
Otros
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Profesional Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Profesional Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Rentista de capital
% de Clientes";"Clientes bancolombia
Ocupacion
Rentista de capital
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Socio o Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Socio o empleado
% Ticket Promedio";"Clientes Bancolombia
Nivel digital 
Bajo";"Clientes Bancolombia
Nivel digital 
Medio";"Clientes Bancolombia
Nivel digital 
Alto";"Clientes Bancolombia
Nivel digital 
Muy alto";"Clientes Bancolombia
Nivel digital 
Sin datos";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Publico";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Particular";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Apss";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Sin datos";"Clientes Bancolombia
Tipo de vivienda
Familiar";"Clientes Bancolombia
Tipo de vivienda
Propia";"Clientes Bancolombia
Tipo de vivienda
Sin datos";;
SALA BARRANQUILLA;410;202006;26;20;6;$1.968.441;1;2 a 3 SMMLV;BARRANQUILLA;HOMBRE;37 a 49;2;$732.117;+11 SMMLV;BARRANQUILLA;HOMBRE;50 a 64;26;0;25;1;0;13;12;0;0;0;1;0;7;4;3;5;2;2;0;1;0;10;0;9;3;0;3;6;7;1;1;5;7;5;6;2;3;3;0;2;12;7;2;5;2;5;5;6;8;5;1;1;3;15;1;6;3;0;0;7.69%;$585.280;15.38%;$1.425.856;15.38%;$365.753;26.92%;$418.600;34.62%;$1.020.735;0;$0;3.85%;$280.222;0;$0;57.69%;$718.837;0;$0;0;$0;11.54%;$409.073;3.85%;$187.636;0;$0;11.54%;$1.140.395;0;$0;0;$0;1;4;12;1;7;2;6;0;17;6;3;16;;
SALA BARRANQUILLA;410;202005;21;19;2;$1.950.000;2;2 a 3 SMMLV;PUERTO COLOMBIA;MUJER;50 a 64;3;$148.897;4 a 6 SMMLV;CARTAGENA;MUJER;25 a 36;21;0;20;1;0;8;10;0;0;0;0;0;4;3;2;5;2;2;0;2;0;3;0;13;2;0;2;3;4;2;0;8;2;3;9;2;5;0;0;2;5;5;0;1;2;2;8;9;9;3;0;0;6;15;0;4;1;0;0;14.29%;$403.606;4.76%;$1.950.000;47.62%;$482.431;14.29%;$168.008;19.05%;$893.649;0;$0;4.76;$258.673;0;$0;61.90%;$471.009;0;$0;0;$0;14.29%;$167.369;0;$0;4.76%;$1.956.029;9.52%;$1.246.839;0;$0;0;$0;3;3;8;0;6;2;2;1;15;5;2;13;;
SALA BARRANQUILLA;410;202004;2;2;0;$278.058;1;+11 SMMLV;PUERTO COLOMBIA;HOMBRE;37 a 49;1;$278.058;+11 SMMLV;PUERTO COLOMBIA;HOMBRE;37 a 49;2;0;2;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0,00%;$0;50,00%;$214.675;0,00%;$0;0,00%;$0;50,00%;$278.058;50%;$214.675;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;50%;$278.058;1;0;1;0;0;0;0;0;2;1;0;1;;
SALA BARRANQUILLA;410;202003;17;13;4;$996.470;1;7 a 10 SMMLV;SOLEDAD;MUJER;25 a 36;1;$35.104;0 a 1 SMMLV;BARRANQUILLA;HOMBRE;17 a 24;17;0;15;2;0;6;9;0;0;1;0;1;3;3;2;2;1;1;0;1;0;6;0;6;2;0;1;4;2;0;1;2;2;4;6;1;2;1;0;1;7;3;1;4;0;2;4;7;4;4;1;1;4;10;4;1;0;0;0;11.76%;$222.356;23.53%;$356.822;11.76%;$394.749;17.65%;$403.902;35.29%;$354.913;0;$0;0;$0;0;$0;58.82%;$476.354;11.76%;$222.356;0;$0;5.88%;$567.017;5.88%;$39.716;11.76%;$167.717;0;$0;0;$0;0;$0;2;4;6;0;3;0;0;0;15;2;4;9;;
SALA BARRANQUILLA;410;202002;31;24;7;$1.365.699;1;4 a 6 SMMLV;BARRANQUILLA;MUJER;50 a 64;3;$475.755;2 a 3 SMMLV;BARRANQUILLA;MUJER;50 a 64;31;0;26;5;0;12;14;0;0;0;0;1;3;2;2;4;7;6;0;1;0;13;1;10;0;0;2;3;9;1;0;13;5;5;14;3;1;3;0;1;8;6;1;1;1;4;3;9;14;6;1;2;3;15;3;6;2;0;0;13.33%;$243.620;23.33%;$540.486;16.67%;$607.023;10,00%;$203.167;36.67%;$1.080.527;0;$0;12.90%;$223.007;0;$0;35.48%;$595.216;6.45%;$160.754;0;$0;16.13%;$204.547;0;$0;16.13%;$1.755.749;0;$0;0;$0;0;$0;6;0;10;0;6;1;4;0;17;9;4;9;;
SALA BARRANQUILLA;410;202001;32;24;8;$748.756;2;0 a 1 SMMLV;BARRANQUILLA;MUJER;0 a 16;2;$748.756;0 a 1 SMMLV;BARRANQUILLA;MUJER;0 a 16;32;0;29;3;0;13;16;0;1;0;1;3;3;1;5;8;3;3;0;1;0;10;1;8;5;0;4;3;8;3;1;7;7;7;14;1;0;2;2;3;7;3;1;4;;4;7;8;9;5;2;1;7;20;4;2;3;0;0;12.5%;$436.660;12.50%;$403.091;21.88%;$468.399;18.75%;$160.231;34.38%;$334.348;0;$0;0;$0;0;$0;37.5%;$285.672;6.25%;$593.592;0;$0;12.5%;$349.202;0;$0;9.38%;$503.010;21.88%;$251.775;0;$0;0;$0;6;1;9;1;12;3;5;0;24;8;1;20;;
SALA BARRANQUILLA;410;201912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BARRANQUILLA;410;201801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA BOGOTA;660;202007;14;14;0;$2.154.381;1;0 a 1 SMMLV;BOGOTA D.C;HOMBRE;0 a 16;1;$1.490.656;+11 SMMLV;PIEDECUESTA;HOMBRE;50 a 64;5;9;4;1;0;2;2;1;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;3;0;0;1;2;1;0;0;2;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;4;2;1;0;0;1;2;1;1;0;0;1;20,00%;$2.154.381;20,00%;$342.282;0,00%;$0;0,00%;$0;60,00%;$710.619;0;$0;0;$0;0;$0;40%;$916.469;20%;$2.154.381;0;$0;0;$0;0;$0;20%;$306.803;20%;$334.400;0;$0;0;$0;1;0;2;0;2;0;0;0;5;1;2;2;;
CERAMIA BOGOTA;660;202006;1;1;0;$242.060;1;+11 SMMLV;BOGOTA D.C;MUJER;37 a 49;1;$242.060;+11 SMMLV;BOGOTA D.C;MUJER;37 a 49;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;100,00%;$242.060;0;$0;0;$0;0;$0;100%;$242.060;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;0;1;0;0;0;1;0;0;0;1;0;;
CERAMIA BOGOTA;660;202005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA BOGOTA;660;202004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA BOGOTA;660;202003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA BOGOTA;660;202002;3;3;0;$285.000;1;4 a 6 SMMLV;BOGOTA D.C;;50 a 64;1;$282.055;7 a 10 SMMLV;BOGOTA D.C;HOMBRE;;3;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;1;0;0;0;2;0;0;0;1;0;0;1;2;0;0;0;0;2;2;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;1;0;0,00%;$0;0,00%;$0;66.7%;$351.215;33.33%;$282.055;0,00%;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;0;$0;33.33%;$417.431;0;$0;0;$0;0;$0;66.67;$283.527;1;1;0;0;1;1;0;0;2;0;2;1;;
CERAMIA BOGOTA;660;202001;6;6;0;$1.599.095;2;+11 SMMLV;BOGOTA D.C;HOMBRE;37 a 49;2;$1.599.095;+11 SMMLV;BOGOTA D.C;HOMBRE;37 a 49;6;0;3;3;0;1;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;2;0;1;2;1;1;0;3;0;1;2;3;1;0;0;0;2;0;0;1;0;0;0;4;1;1;1;0;2;1;1;1;0;0;0;0,00%;$0;20,00%;$204.630;20,00%;$12.975.317;20,00%;$1.219.480;40,00%;$1.323.216;0;$0;0;$0;0;$0;33.33%;$1.472.556;0;$0;0;$0;0;$0;0;$0;50%;$379.452;16.67%;$12.975.317;0;$0;0;$0;1;1;1;0;0;1;0;2;0;2;1;0;;
CERAMIA BOGOTA;660;201912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA BOGOTA;660;201911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA BOGOTA;660;201910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERAMIA BOGOTA;660;201909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;202007;57;51;2;$1.329.310;1;+11 SMMLV;BOGOTA D.C;HOMBRE;37 a 49;1;$533.832;+11 SMMLV;BOGOTA D.C;HOMBRE;50 a 64;15;38;12;3;0;5;7;0;0;0;0;0;1;2;2;2;2;3;0;0;0;5;0;3;3;1;0;1;2;2;1;4;3;2;4;3;1;1;1;2;5;4;3;1;1;3;2;6;3;2;1;1;2;7;2;2;1;0;0;13.33%;$482.021;13.33%;$600.997;26.67%;$314.340;0,00%;$0;46.67%;$839.971;0;$0;0;$0;0;$0;53.33%;$426.523;0;$0;0;$0;13.33%;$178.276;0;$0;6.67%;$835.413;0;$0;6.67%;$214.800;0;$0;2;0;6;0;4;2;1;0;8;3;3;6;;
SALA BOGOTA NORTE;402;202006;17;16;1;$766.686;1;4 a 6 SMMLV;BOGOTA D.C;MUJER;37 a 49;3;$27.732;4 a 6 SMMLV;BOGOTA D.C;HOMBRE;25 a 36;17;0;15;2;0;8;7;0;0;0;0;0;1;3;5;3;2;1;0;0;0;6;0;5;3;0;1;2;3;0;0;3;0;2;7;3;0;0;0;1;4;6;1;5;0;1;1;7;7;2;1;0;2;12;1;2;0;0;0;11.76%;$609.979;11.37%;$616.428;29.71%;$346.160;11.76%;$1.162.039;29.41%;$833.990;0;$0;0;$0;588%;$807.310;52.94%;$834.093;0;$0;0;$0;17.65%;$615.533;0;$0;17.64%;$584.354;0;$0;0;$0;0;$0;4;5;0;0;3;2;0;0;10;3;2;7;;
SALA BOGOTA NORTE;402;202005;9;7;2;$2.769.268;1;+11 SMMLV;BOGOTA D.C;HOMBRE;50 a 64;1;$2.769.268;+11 SMMLV;BOGOTA D.C;HOMBRE;50 a 64;9;0;7;2;0;2;5;0;0;0;1;0;0;3;0;0;1;2;0;0;0;0;1;5;1;0;0;1;3;0;0;3;2;2;7;1;2;0;0;1;2;4;0;0;0;2;0;3;0;1;2;0;1;4;1;1;1;0;0;11.11%;$353.364;0,00%;$0;33.33%;$655.559;0,00%;$0;55.56%;$1.106.729;0;$0;0;$0;0;0;55.56%;$336.244;0;$0;0;$0;0;$0;0;$0;22.22%;$1.128.299;11.11%;$974.034;0;$0;0;$0;1;1;4;0;6;2;2;1;7;1;3;8;;
SALA BOGOTA NORTE;402;202004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;202003;13;6;7;$2.374.203;1;0 a 1 SMMLV;BOGOTA D.C;HOMBRE;25 a 36;2;$288.025;7 a 10 SMMLV;BOGOTA D.C.;HOMBRE;50 a 64;13;0;11;2;0;4;7;0;0;0;0;0;2;4;0;1;2;1;0;1;0;4;1;4;0;1;1;2;3;1;0;2;0;2;9;2;0;0;0;1;4;4;0;1;0;2;0;1;6;3;1;0;1;8;2;0;1;0;0;7.69%;$2.374.203;15.35%;$130.491;30.77%;$282.997;15.38%;$247.104;30.77%;$1.033.819;7.69%;$165.265;0;$0;0;0;46.15%;$548.111;0;$0;0;$0;7.69%;$74.350;7.69%;$1.703.334;15.38%;$1.053.259;0;$0;0;$0;0;$0;3;1;6;0;1;3;1;0;7;1;2;7;;
SALA BOGOTA NORTE;402;202002;28;21;7;$7.650.605;1;+11 SMMLV;CHIA;MUJER;37 a 49;2;$512.132;+11 SMMLV;COTA;MUJER;50 a 64;28;0;23;5;0;9;14;0;0;0;0;2;1;2;5;4;2;4;1;2;0;9;1;8;3;1;1;3;6;3;0;5;6;2;10;3;1;1;0;2;7;13;0;2;0;2;5;9;7;3;3;1;9;16;2;3;2;0;0;3.70%;$29.526;11.11%;$1.279.626;14.81%;$524.617;22.22%;$1.019.807;48.15%;$726.227;0;$0;10.71%;$517.126;0;0;42.86%;$1.145.573;0;$0;0;$0;14.29%;$1.698.886;7.14%;$669.412;17.86%;$238.277;0;$0;0;$0;0;$0;2;2;11;0;8;3;0;1;19;5;8;10;;
SALA BOGOTA NORTE;402;202001;25;21;4;$3.649.530;1;4 a 6 SMMLV;BOGOTA D.C.;MUJER;37 a 49;2;$802.451;4 a 6 SMMLV;COTA;HOMBRE;50 a 64;25;0;22;3;0;10;12;0;0;0;0;2;3;2;5;5;2;2;0;1;0;6;1;11;3;0;1;2;7;2;0;8;7;3;8;3;0;1;0;1;10;3;0;0;0;2;4;4;6;1;4;1;7;17;3;1;0;1;0;0,00%;$0;17.39%;$648.037;21.74%;$1.262.346;39.13%;$197.552;21.74%;$484.864;0;$0;0;$0;0;0;60%;$688.798;4%;$151.991;0;$0;12%;$276.455;4%;$1.624.357;12%;$388.651;0;$0;0;$0;0;$0;3;1;13;0;5;5;2;1;12;6;3;13;;
SALA BOGOTA NORTE;402;201912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA NORTE;402;201905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
