Fecha,Red de distribución de anuncios,Tipo de concordancia de la consulta,Impresiones,Clics de AdX,Coste,CPM,CPC,CTR,Coste por transacción,Coste por conversión de objetivo,Coste por conversión,RPC,Retorno de la inversión en publicidad (ROAS)
20170104,Google Search,Broad match,294,0,117919,401085.03401360544,928.496062992126,0.43197278911564624,0,0,0,0,0
20170104,Search partners,Phrase match,114,0,9206,80754.38596491228,460.3,0.17543859649122806,0,0,0,0,0
20170104,Google Search,Exact match,454,0,57479,126605.72687224668,378.1513157894737,0.33480176211453744,0,0,0,0,0
20170104,Search partners,Exact match,63,0,1935,30714.285714285714,387,0.07936507936507936,0,0,0,0,0
20170104,Search partners,Broad match,83,0,4983,60036.14457831325,553.6666666666666,0.10843373493975904,0,0,0,0,0
20170104,Google Search,Phrase match,579,0,213369,368512.95336787566,896.5084033613446,0.4110535405872193,0,0,0,0,0
20170105,Search partners,Broad match,58,0,5330,91896.55172413793,333.125,0.27586206896551724,0,0,0,0,0
20170105,Search partners,Exact match,91,0,925,10164.835164835165,154.16666666666666,0.06593406593406594,0,0,0,0,0
20170105,Google Search,Broad match,326,0,114513,351266.87116564414,901.6771653543307,0.3895705521472393,0,0,0,0,0
20170105,Search partners,Phrase match,93,0,5963,64118.279569892475,397.5333333333333,0.16129032258064516,0,0,0,0,0
20170105,Google Search,Exact match,415,0,64657,155800,458.5602836879433,0.3397590361445783,0,0,0,0,0
20170105,Google Search,Phrase match,625,0,228493,365588.8,928.8333333333334,0.3936,0,0,0,0,0
20170106,Google Search,Broad match,316,0,132722,420006.32911392406,934.6619718309859,0.44936708860759494,0,0,0,0,0
20170106,Google Search,Phrase match,528,0,196716,372568.1818181818,902.3669724770642,0.4128787878787879,0,0,0,0,0
20170106,Search partners,Broad match,48,0,4571,95229.16666666667,457.1,0.20833333333333334,0,0,0,0,0
20170106,Google Search,Exact match,381,0,50675,133005.24934383202,389.80769230769226,0.34120734908136485,0,0,0,0,0
20170106,Search partners,Phrase match,71,0,4552,64112.67605633804,325.1428571428571,0.19718309859154928,0,0,0,0,0
20170106,Search partners,Exact match,59,0,1724,29220.33898305085,344.8,0.0847457627118644,0,0,0,0,0
20170107,Google Search,Phrase match,506,0,179387,354519.7628458498,905.9949494949494,0.391304347826087,0,0,0,0,0
20170107,Search partners,Exact match,72,0,126,1750.0000000000002,63,0.027777777777777776,0,0,0,0,0
20170107,Search partners,Phrase match,73,0,10295,141027.39726027398,411.8,0.3424657534246575,0,0,0,0,0
20170107,Google Search,Broad match,330,0,118024,357648.4848484848,914.9147286821706,0.39090909090909093,0,0,0,0,0
20170107,Search partners,Broad match,28,0,2257,80607.14285714286,451.4,0.17857142857142858,0,0,0,0,0
20170107,Google Search,Exact match,407,0,43628,107194.1031941032,440.68686868686865,0.24324324324324326,0,0,0,0,0
20170108,Google Search,Broad match,317,0,115951,365776.0252365931,898.8449612403101,0.4069400630914827,0,0,0,0,0
20170108,Search partners,Exact match,37,0,678,18324.324324324327,339,0.05405405405405406,0,0,0,0,0
20170108,Search partners,Phrase match,63,0,4746,75333.33333333333,431.45454545454544,0.1746031746031746,0,0,0,0,0
20170108,Google Search,Phrase match,515,0,183105,355543.68932038837,897.5735294117648,0.39611650485436894,0,0,0,0,0
20170108,Search partners,Broad match,44,0,3214,73045.45454545454,535.6666666666667,0.13636363636363635,0,0,0,0,0
20170108,Google Search,Exact match,310,0,40956,132116.12903225806,422.22680412371136,0.31290322580645163,0,0,0,0,0
20170109,Search partners,Broad match,61,0,2407,39459.016393442624,401.1666666666667,0.09836065573770492,0,0,0,0,0
20170109,Google Search,Broad match,364,0,135079,371096.1538461539,877.1363636363636,0.4230769230769231,0,0,0,0,0
20170109,Google Search,Exact match,399,0,55469,139020.05012531325,401.9492753623188,0.3458646616541353,0,0,0,0,0
20170109,Search partners,Exact match,46,0,562,12217.391304347826,187.33333333333334,0.06521739130434782,0,0,0,0,0
20170109,Search partners,Phrase match,84,0,3673,43726.19047619047,612.1666666666666,0.07142857142857142,0,0,0,0,0
20170109,Google Search,Phrase match,627,0,195199,311322.16905901115,823.6244725738396,0.37799043062200954,0,0,0,0,0
20170110,Search partners,Phrase match,141,0,13864,98326.24113475179,495.1428571428571,0.19858156028368795,0,0,0,0,0
20170110,Google Search,Broad match,382,0,127224,333047.1204188481,865.469387755102,0.38481675392670156,0,0,0,0,0
20170110,Search partners,Exact match,76,0,3366,44289.47368421053,480.8571428571429,0.09210526315789473,0,0,0,0,0
20170110,Google Search,Phrase match,626,0,224059,357921.72523961664,871.8249027237355,0.41054313099041534,0,0,0,0,0
20170110,Search partners,Broad match,119,0,5399,45369.747899159665,490.8181818181818,0.09243697478991597,0,0,0,0,0
20170110,Google Search,Exact match,451,0,52385,116152.9933481153,331.55063291139237,0.35033259423503327,0,0,0,0,0
20170111,Search partners,Phrase match,87,0,6316,72597.7011494253,485.84615384615387,0.14942528735632185,0,0,0,0,0
20170111,Google Search,Phrase match,663,0,228643,344861.23680241324,879.3961538461539,0.39215686274509803,0,0,0,0,0
20170111,Search partners,Broad match,60,0,9084,151400,605.6,0.25,0,0,0,0,0
