Fecha,Tipo de usuario,Número de sesiones,Días desde la última sesión,Usuarios,% Δ,Usuarios nuevos,% Δ,Sesiones,% Δ,% de nuevas sesiones,% Δ
20200809,Returning Visitor,18,5,1,,0,,1,,0,
20200824,Returning Visitor,2,46,1,,0,,1,,0,
20200820,Returning Visitor,7,16,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,48,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,8,36,1,,0,,1,,0,
20200814,Returning Visitor,125,0,1,,0,,1,,0,
20200809,Returning Visitor,11,116,1,,0,,1,,0,
20200813,Returning Visitor,2,123,1,,0,,1,,0,
20200811,Returning Visitor,3,91,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,143,0,1,,0,,1,,0,
20200820,Returning Visitor,48,1,1,,0,,1,,0,
20200818,Returning Visitor,17,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,3,66,1,,0,,1,,0,
20200814,Returning Visitor,26,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,351,0,1,,0,,1,,0,
20200807,Returning Visitor,14,3,1,,0,,1,,0,
20200815,Returning Visitor,57,15,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,27,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,111,0,1,,0,,1,,0,
20200827,Returning Visitor,2,52,1,,0,,1,,0,
20200807,Returning Visitor,9,19,1,,0,,1,,0,
20200818,Returning Visitor,123,4,1,,0,,1,,0,
20200806,Returning Visitor,17,10,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,162,0,1,,0,,1,,0,
20200806,Returning Visitor,21,37,1,,0,,1,,0,
20200809,Returning Visitor,47,0,1,,0,,1,,0,
20200831,Returning Visitor,46,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,77,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,2,79,1,,0,,1,,0,
20200826,Returning Visitor,425,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,4,57,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,11,27,1,,0,,1,,0,
20200819,Returning Visitor,7,16,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,26,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,68,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200822,Returning Visitor,50,0,1,,0,,1,,0,
20200820,Returning Visitor,11,17,1,,0,,1,,0,
20200813,Returning Visitor,62,0,1,,0,,1,,0,
20200829,Returning Visitor,150,0,1,,0,,1,,0,
20200824,Returning Visitor,25,49,1,,0,,1,,0,
20200812,Returning Visitor,2,78,1,,0,,1,,0,
20200806,Returning Visitor,62,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200829,Returning Visitor,695,1,1,,0,,1,,0,
20200806,Returning Visitor,6,14,1,,0,,1,,0,
20200813,Returning Visitor,8,4,1,,0,,1,,0,
20200811,Returning Visitor,147,0,1,,0,,1,,0,
20200817,Returning Visitor,10,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,3,12,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200807,Returning Visitor,21,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,66,0,1,,0,,1,,0,
20200830,Returning Visitor,2,63,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200812,Returning Visitor,3,31,1,,0,,1,,0,
20200806,Returning Visitor,6,3,1,,0,,1,,0,
20200820,Returning Visitor,318,0,1,,0,,1,,0,
20200812,Returning Visitor,54,0,1,,0,,1,,0,
20200826,Returning Visitor,3,64,1,,0,,1,,0,
20200811,Returning Visitor,2,110,1,,0,,1,,0,
20200831,Returning Visitor,53,0,1,,0,,1,,0,
20200813,Returning Visitor,192,0,1,,0,,1,,0,
20200823,Returning Visitor,5,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,604,0,1,,0,,1,,0,
20200816,Returning Visitor,3,25,1,,0,,1,,0,
20200811,Returning Visitor,187,3,1,,0,,1,,0,
20200824,Returning Visitor,2,84,1,,0,,1,,0,
20200818,Returning Visitor,18,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,10,2,1,,0,,1,,0,
20200830,Returning Visitor,2,96,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,5,33,1,,0,,1,,0,
20200829,Returning Visitor,2,163,1,,0,,1,,0,
20200826,Returning Visitor,2,178,1,,0,,1,,0,
20200813,Returning Visitor,15,10,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200807,Returning Visitor,4,138,1,,0,,1,,0,
20200819,Returning Visitor,56,1,1,,0,,1,,0,
20200830,Returning Visitor,14,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,2,67,1,,0,,1,,0,
20200831,Returning Visitor,36,3,1,,0,,1,,0,
20200831,Returning Visitor,177,0,1,,0,,1,,0,
20200813,Returning Visitor,301,0,1,,0,,1,,0,
20200818,Returning Visitor,131,0,1,,0,,1,,0,
20200812,Returning Visitor,5,9,1,,0,,1,,0,
20200804,Returning Visitor,30,24,1,,0,,1,,0,
20200806,Returning Visitor,17,8,1,,0,,1,,0,
20200806,Returning Visitor,294,1,1,,0,,1,,0,
20200831,Returning Visitor,3,25,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,102,0,1,,0,,1,,0,
20200827,Returning Visitor,415,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,656,0,1,,0,,1,,0,
20200811,Returning Visitor,7,19,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,3,43,1,,0,,1,,0,
20200826,Returning Visitor,122,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,2,71,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200829,Returning Visitor,6,5,1,,0,,1,,0,
20200820,Returning Visitor,8,11,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,2,113,1,,0,,1,,0,
20200804,Returning Visitor,21,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,13,1,1,,0,,1,,0,
20200826,Returning Visitor,3,87,1,,0,,1,,0,
20200805,Returning Visitor,8,6,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200816,Returning Visitor,10,3,1,,0,,1,,0,
20200819,Returning Visitor,2,17,1,,0,,1,,0,
20200821,Returning Visitor,331,0,1,,0,,1,,0,
20200818,Returning Visitor,40,3,1,,0,,1,,0,
20200805,Returning Visitor,2,75,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,63,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200808,Returning Visitor,17,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,120,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,36,9,1,,0,,1,,0,
20200813,Returning Visitor,56,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,331,4,1,,0,,1,,0,
20200829,Returning Visitor,7,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,284,0,1,,0,,1,,0,
20200831,Returning Visitor,21,37,1,,0,,1,,0,
20200806,Returning Visitor,221,1,1,,0,,1,,0,
20200810,Returning Visitor,4,39,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,119,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,3,94,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,280,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,154,0,1,,0,,1,,0,
20200826,Returning Visitor,59,0,1,,0,,1,,0,
20200815,Returning Visitor,2,106,1,,0,,1,,0,
20200809,Returning Visitor,2,57,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,34,4,1,,0,,1,,0,
20200819,Returning Visitor,6,4,1,,0,,1,,0,
20200813,Returning Visitor,11,61,1,,0,,1,,0,
20200817,Returning Visitor,5,20,1,,0,,1,,0,
20200823,Returning Visitor,31,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,11,12,1,,0,,1,,0,
20200822,Returning Visitor,82,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200809,Returning Visitor,4,102,1,,0,,1,,0,
20200822,Returning Visitor,5,139,1,,0,,1,,0,
20200821,Returning Visitor,13,46,1,,0,,1,,0,
20200828,Returning Visitor,250,1,1,,0,,1,,0,
20200804,Returning Visitor,23,1,1,,0,,1,,0,
20200811,Returning Visitor,65,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200815,Returning Visitor,108,1,1,,0,,1,,0,
20200824,Returning Visitor,16,1,1,,0,,1,,0,
20200806,Returning Visitor,410,0,1,,0,,1,,0,
20200807,Returning Visitor,2,31,1,,0,,1,,0,
20200825,Returning Visitor,414,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,166,1,1,,0,,1,,0,
20200813,Returning Visitor,32,9,1,,0,,1,,0,
20200827,Returning Visitor,7,28,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,61,5,1,,0,,1,,0,
20200814,Returning Visitor,3,25,1,,0,,1,,0,
20200826,Returning Visitor,338,0,1,,0,,1,,0,
20200814,Returning Visitor,55,0,1,,0,,1,,0,
20200811,Returning Visitor,2,15,1,,0,,1,,0,
20200828,Returning Visitor,39,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,6,2,1,,0,,1,,0,
20200804,Returning Visitor,587,0,1,,0,,1,,0,
20200826,Returning Visitor,31,0,1,,0,,1,,0,
20200805,Returning Visitor,2,11,1,,0,,1,,0,
20200812,Returning Visitor,105,3,1,,0,,1,,0,
20200826,Returning Visitor,220,0,1,,0,,1,,0,
20200821,Returning Visitor,144,0,1,,0,,1,,0,
20200818,Returning Visitor,214,4,1,,0,,1,,0,
20200818,Returning Visitor,256,2,1,,0,,1,,0,
20200811,Returning Visitor,27,3,1,,0,,1,,0,
20200804,Returning Visitor,91,0,1,,0,,1,,0,
20200820,Returning Visitor,239,0,1,,0,,1,,0,
20200812,Returning Visitor,8,8,1,,0,,1,,0,
20200820,Returning Visitor,37,0,1,,0,,1,,0,
20200818,Returning Visitor,221,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,2,114,1,,0,,1,,0,
20200831,Returning Visitor,531,10,1,,0,,1,,0,
20200831,Returning Visitor,43,5,1,,0,,1,,0,
20200813,Returning Visitor,83,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,30,2,1,,0,,1,,0,
20200828,Returning Visitor,2,60,1,,0,,1,,0,
20200821,Returning Visitor,635,0,1,,0,,1,,0,
20200811,Returning Visitor,156,0,1,,0,,1,,0,
20200806,Returning Visitor,152,1,1,,0,,1,,0,
20200804,Returning Visitor,3,22,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,15,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,23,2,1,,0,,1,,0,
20200819,Returning Visitor,4,14,1,,0,,1,,0,
20200827,Returning Visitor,3,50,1,,0,,1,,0,
20200828,Returning Visitor,105,0,1,,0,,1,,0,
20200824,Returning Visitor,176,12,1,,0,,1,,0,
20200813,Returning Visitor,59,16,1,,0,,1,,0,
20200824,Returning Visitor,386,0,1,,0,,1,,0,
20200821,Returning Visitor,175,0,1,,0,,1,,0,
20200805,Returning Visitor,9,14,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,222,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,148,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200830,Returning Visitor,8,93,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,4,62,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,14,8,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,18,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,22,32,1,,0,,1,,0,
20200825,Returning Visitor,227,0,1,,0,,1,,0,
20200823,Returning Visitor,2,182,1,,0,,1,,0,
20200821,Returning Visitor,16,1,1,,0,,1,,0,
20200811,Returning Visitor,1114,1,1,,0,,1,,0,
20200821,Returning Visitor,3,100,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200807,Returning Visitor,6,18,1,,0,,1,,0,
20200813,Returning Visitor,268,1,1,,0,,1,,0,
20200827,Returning Visitor,134,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,196,0,1,,0,,1,,0,
20200804,Returning Visitor,261,1,1,,0,,1,,0,
20200805,Returning Visitor,44,6,1,,0,,1,,0,
20200808,Returning Visitor,2,14,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,72,0,1,,0,,1,,0,
20200809,Returning Visitor,17,7,1,,0,,1,,0,
20200819,Returning Visitor,686,0,1,,0,,1,,0,
20200823,Returning Visitor,14,9,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,22,16,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,235,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200817,Returning Visitor,684,0,1,,0,,1,,0,
20200824,Returning Visitor,108,2,1,,0,,1,,0,
20200821,Returning Visitor,324,0,1,,0,,1,,0,
20200809,Returning Visitor,3,11,1,,0,,1,,0,
20200827,Returning Visitor,139,0,1,,0,,1,,0,
20200820,Returning Visitor,8,22,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,209,0,1,,0,,1,,0,
20200813,Returning Visitor,2,22,1,,0,,1,,0,
20200825,Returning Visitor,198,0,1,,0,,1,,0,
20200805,Returning Visitor,9,2,1,,0,,1,,0,
20200821,Returning Visitor,14,3,1,,0,,1,,0,
20200814,Returning Visitor,5,36,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,5,11,1,,0,,1,,0,
20200831,Returning Visitor,8,11,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,2,58,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,7,28,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200822,Returning Visitor,110,0,1,,0,,1,,0,
20200819,Returning Visitor,5,3,1,,0,,1,,0,
20200818,Returning Visitor,205,0,1,,0,,1,,0,
20200813,Returning Visitor,9,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,12,1,1,,0,,1,,0,
20200821,Returning Visitor,3,156,1,,0,,1,,0,
20200804,Returning Visitor,79,0,1,,0,,1,,0,
20200826,Returning Visitor,3,51,1,,0,,1,,0,
20200828,Returning Visitor,3,145,1,,0,,1,,0,
20200819,Returning Visitor,8,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,641,0,1,,0,,1,,0,
20200809,Returning Visitor,206,0,1,,0,,1,,0,
20200828,Returning Visitor,66,0,1,,0,,1,,0,
20200822,Returning Visitor,3,35,1,,0,,1,,0,
20200808,Returning Visitor,202,1,1,,0,,1,,0,
20200815,Returning Visitor,8,13,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,30,4,1,,0,,1,,0,
20200818,Returning Visitor,3,35,1,,0,,1,,0,
20200810,Returning Visitor,176,2,1,,0,,1,,0,
20200831,Returning Visitor,198,1,1,,0,,1,,0,
20200825,Returning Visitor,2,148,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,162,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200823,Returning Visitor,6,29,1,,0,,1,,0,
20200809,Returning Visitor,10,12,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,213,0,1,,0,,1,,0,
20200824,Returning Visitor,54,5,1,,0,,1,,0,
20200804,Returning Visitor,100,0,1,,0,,1,,0,
20200820,Returning Visitor,26,6,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,128,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200807,Returning Visitor,104,0,1,,0,,1,,0,
20200814,Returning Visitor,5,6,1,,0,,1,,0,
20200819,Returning Visitor,88,0,1,,0,,1,,0,
20200816,Returning Visitor,2,46,1,,0,,1,,0,
20200828,Returning Visitor,3,51,1,,0,,1,,0,
20200811,Returning Visitor,11,91,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200808,Returning Visitor,32,1,1,,0,,1,,0,
20200819,Returning Visitor,17,9,1,,0,,1,,0,
20200821,Returning Visitor,79,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,2,52,1,,0,,1,,0,
20200825,Returning Visitor,35,10,1,,0,,1,,0,
20200822,Returning Visitor,9,17,1,,0,,1,,0,
20200813,Returning Visitor,9,20,1,,0,,1,,0,
20200805,Returning Visitor,8,11,1,,0,,1,,0,
20200816,Returning Visitor,5,49,1,,0,,1,,0,
20200821,Returning Visitor,2,62,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,19,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,17,106,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,16,12,1,,0,,1,,0,
20200825,Returning Visitor,57,1,1,,0,,1,,0,
20200820,Returning Visitor,103,1,1,,0,,1,,0,
20200808,Returning Visitor,120,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,18,11,1,,0,,1,,0,
20200813,Returning Visitor,259,0,1,,0,,1,,0,
20200812,Returning Visitor,2,81,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,2,71,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,2,78,1,,0,,1,,0,
20200826,Returning Visitor,651,0,1,,0,,1,,0,
20200831,Returning Visitor,58,5,1,,0,,1,,0,
20200822,Returning Visitor,213,0,1,,0,,1,,0,
20200810,Returning Visitor,57,0,1,,0,,1,,0,
20200810,Returning Visitor,18,7,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200812,Returning Visitor,3,25,1,,0,,1,,0,
20200820,Returning Visitor,175,0,1,,0,,1,,0,
20200820,Returning Visitor,7,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,12,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,305,47,1,,0,,1,,0,
20200810,Returning Visitor,2,31,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,5,182,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,31,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,263,1,1,,0,,1,,0,
20200811,Returning Visitor,10,1,1,,0,,1,,0,
20200829,Returning Visitor,6,18,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200830,Returning Visitor,8,17,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,730,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,2,102,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,17,12,1,,0,,1,,0,
20200806,Returning Visitor,123,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,3,21,1,,0,,1,,0,
20200822,Returning Visitor,6,9,1,,0,,1,,0,
20200808,Returning Visitor,7,62,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,28,4,1,,0,,1,,0,
20200804,Returning Visitor,24,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,24,4,1,,0,,1,,0,
20200820,Returning Visitor,10,20,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,5,39,1,,0,,1,,0,
20200811,Returning Visitor,675,0,1,,0,,1,,0,
20200831,Returning Visitor,62,0,1,,0,,1,,0,
20200810,Returning Visitor,1160,0,1,,0,,1,,0,
20200814,Returning Visitor,7,6,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200809,Returning Visitor,15,1,1,,0,,1,,0,
20200806,Returning Visitor,3,63,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,8,104,1,,0,,1,,0,
20200819,Returning Visitor,2,51,1,,0,,1,,0,
20200830,Returning Visitor,18,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,2,109,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,290,0,1,,0,,1,,0,
20200812,Returning Visitor,4,8,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,83,9,1,,0,,1,,0,
20200805,Returning Visitor,206,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,131,18,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200829,Returning Visitor,57,0,1,,0,,1,,0,
20200826,Returning Visitor,48,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,3,61,1,,0,,1,,0,
20200828,Returning Visitor,404,0,1,,0,,1,,0,
20200806,Returning Visitor,3,9,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,303,0,1,,0,,1,,0,
20200810,Returning Visitor,35,4,1,,0,,1,,0,
20200818,Returning Visitor,11,8,1,,0,,1,,0,
20200812,Returning Visitor,6,53,1,,0,,1,,0,
20200828,Returning Visitor,333,1,1,,0,,1,,0,
20200817,Returning Visitor,2,112,1,,0,,1,,0,
20200829,Returning Visitor,3,88,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,3,71,1,,0,,1,,0,
20200827,Returning Visitor,6,10,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,3,16,1,,0,,1,,0,
20200821,Returning Visitor,6,161,1,,0,,1,,0,
20200816,Returning Visitor,5,165,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,13,2,1,,0,,1,,0,
20200813,Returning Visitor,2,61,1,,0,,1,,0,
20200816,Returning Visitor,8,5,1,,0,,1,,0,
20200829,Returning Visitor,51,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,30,17,1,,0,,1,,0,
20200812,Returning Visitor,115,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,18,0,1,,0,,1,,0,
20200815,Returning Visitor,15,78,1,,0,,1,,0,
20200820,Returning Visitor,225,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,42,66,1,,0,,1,,0,
20200814,Returning Visitor,32,23,1,,0,,1,,0,
20200814,Returning Visitor,7,44,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,173,0,1,,0,,1,,0,
20200807,Returning Visitor,187,1,1,,0,,1,,0,
20200827,Returning Visitor,5,18,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,25,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200822,Returning Visitor,47,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,16,2,1,,0,,1,,0,
20200817,Returning Visitor,16,0,1,,0,,1,,0,
20200809,Returning Visitor,4,64,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200809,Returning Visitor,4,40,1,,0,,1,,0,
20200814,Returning Visitor,617,0,1,,0,,1,,0,
20200812,Returning Visitor,24,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,371,1,1,,0,,1,,0,
20200809,Returning Visitor,94,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,157,5,1,,0,,1,,0,
20200819,Returning Visitor,100,3,1,,0,,1,,0,
20200822,Returning Visitor,3,17,1,,0,,1,,0,
20200806,Returning Visitor,25,2,1,,0,,1,,0,
20200812,Returning Visitor,136,7,1,,0,,1,,0,
20200815,Returning Visitor,47,0,1,,0,,1,,0,
20200826,Returning Visitor,2,140,1,,0,,1,,0,
20200809,Returning Visitor,5,9,1,,0,,1,,0,
20200819,Returning Visitor,15,13,1,,0,,1,,0,
20200830,Returning Visitor,36,0,1,,0,,1,,0,
20200811,Returning Visitor,46,0,1,,0,,1,,0,
20200808,Returning Visitor,2,157,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,2,68,1,,0,,1,,0,
20200817,Returning Visitor,109,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200816,Returning Visitor,2,176,1,,0,,1,,0,
20200824,Returning Visitor,2,74,1,,0,,1,,0,
20200825,Returning Visitor,299,0,1,,0,,1,,0,
20200814,Returning Visitor,36,0,1,,0,,1,,0,
20200831,Returning Visitor,12,19,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,59,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,2,100,1,,0,,1,,0,
20200829,Returning Visitor,18,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,216,2,1,,0,,1,,0,
20200809,Returning Visitor,16,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200812,Returning Visitor,181,0,1,,0,,1,,0,
20200831,Returning Visitor,40,9,1,,0,,1,,0,
20200822,Returning Visitor,2,55,1,,0,,1,,0,
20200809,Returning Visitor,9,6,1,,0,,1,,0,
20200827,Returning Visitor,3,34,1,,0,,1,,0,
20200820,Returning Visitor,62,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,126,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,278,0,1,,0,,1,,0,
20200805,Returning Visitor,9,30,1,,0,,1,,0,
20200819,Returning Visitor,4,32,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,32,4,1,,0,,1,,0,
20200807,Returning Visitor,6,79,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,1292,1,1,,0,,1,,0,
20200812,Returning Visitor,318,0,1,,0,,1,,0,
20200829,Returning Visitor,9,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,2,130,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,68,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,2,93,1,,0,,1,,0,
