Fecha,Tipo de usuario,Número de sesiones,Días desde la última sesión,Usuarios,% Δ,Usuarios nuevos,% Δ,Sesiones,% Δ,% de nuevas sesiones,% Δ
20200812,Returning Visitor,2,74,1,,0,,1,,0,
20200821,Returning Visitor,174,0,1,,0,,1,,0,
20200812,Returning Visitor,25,6,1,,0,,1,,0,
20200828,Returning Visitor,5,47,1,,0,,1,,0,
20200804,Returning Visitor,6,38,1,,0,,1,,0,
20200822,Returning Visitor,2,73,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,132,0,1,,0,,1,,0,
20200824,Returning Visitor,194,0,1,,0,,1,,0,
20200812,Returning Visitor,175,5,1,,0,,1,,0,
20200807,Returning Visitor,3,26,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,8,143,1,,0,,1,,0,
20200805,Returning Visitor,2,57,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,339,0,1,,0,,1,,0,
20200813,Returning Visitor,8,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,164,1,1,,0,,1,,0,
20200819,Returning Visitor,5,2,1,,0,,1,,0,
20200805,Returning Visitor,101,1,1,,0,,1,,0,
20200810,Returning Visitor,7,12,1,,0,,1,,0,
20200826,Returning Visitor,151,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,2,44,1,,0,,1,,0,
20200830,Returning Visitor,3,12,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,33,0,1,,0,,1,,0,
20200811,Returning Visitor,3,10,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,143,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200807,Returning Visitor,7,5,1,,0,,1,,0,
20200804,Returning Visitor,39,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200822,Returning Visitor,5,6,1,,0,,1,,0,
20200828,Returning Visitor,21,9,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,114,0,1,,0,,1,,0,
20200806,Returning Visitor,44,0,1,,0,,1,,0,
20200827,Returning Visitor,26,9,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200809,Returning Visitor,3,18,1,,0,,1,,0,
20200817,Returning Visitor,18,3,1,,0,,1,,0,
20200825,Returning Visitor,121,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200808,Returning Visitor,2,72,1,,0,,1,,0,
20200808,Returning Visitor,4,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,95,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,4,19,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,2,175,1,,0,,1,,0,
20200831,Returning Visitor,130,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200808,Returning Visitor,18,2,1,,0,,1,,0,
20200825,Returning Visitor,140,0,1,,0,,1,,0,
20200824,Returning Visitor,391,0,1,,0,,1,,0,
20200811,Returning Visitor,221,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,142,0,1,,0,,1,,0,
20200808,Returning Visitor,9,39,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200817,Returning Visitor,3,61,1,,0,,1,,0,
20200815,Returning Visitor,18,12,1,,0,,1,,0,
20200818,Returning Visitor,21,4,1,,0,,1,,0,
20200804,Returning Visitor,227,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,55,0,1,,0,,1,,0,
20200807,Returning Visitor,103,0,1,,0,,1,,0,
20200805,Returning Visitor,16,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,17,12,1,,0,,1,,0,
20200825,Returning Visitor,146,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,15,10,1,,0,,1,,0,
20200813,Returning Visitor,15,37,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200829,Returning Visitor,165,1,1,,0,,1,,0,
20200825,Returning Visitor,8,36,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,17,18,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,9,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200817,Returning Visitor,2,85,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200830,Returning Visitor,4,36,1,,0,,1,,0,
20200819,Returning Visitor,326,0,1,,0,,1,,0,
20200805,Returning Visitor,2,86,1,,0,,1,,0,
20200806,Returning Visitor,223,0,1,,0,,1,,0,
20200811,Returning Visitor,26,59,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,225,0,1,,0,,1,,0,
20200816,Returning Visitor,103,3,1,,0,,1,,0,
20200812,Returning Visitor,4,143,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,8,13,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,61,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,4,12,1,,0,,1,,0,
20200827,Returning Visitor,2,32,1,,0,,1,,0,
20200826,Returning Visitor,36,0,1,,0,,1,,0,
20200822,Returning Visitor,4,25,1,,0,,1,,0,
20200820,Returning Visitor,75,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,59,0,1,,0,,1,,0,
20200808,Returning Visitor,205,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200812,Returning Visitor,104,0,1,,0,,1,,0,
20200822,Returning Visitor,138,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200807,Returning Visitor,25,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,149,0,1,,0,,1,,0,
20200804,Returning Visitor,43,1,1,,0,,1,,0,
20200819,Returning Visitor,93,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,342,0,1,,0,,1,,0,
20200819,Returning Visitor,625,0,1,,0,,1,,0,
20200810,Returning Visitor,50,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200816,Returning Visitor,5,30,1,,0,,1,,0,
20200828,Returning Visitor,2,45,1,,0,,1,,0,
20200831,Returning Visitor,38,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,3,7,1,,0,,1,,0,
20200826,Returning Visitor,347,0,1,,0,,1,,0,
20200814,Returning Visitor,2,75,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,113,0,1,,0,,1,,0,
20200813,Returning Visitor,3,17,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,3,57,1,,0,,1,,0,
20200820,Returning Visitor,114,0,1,,0,,1,,0,
20200821,Returning Visitor,571,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200829,Returning Visitor,6,10,1,,0,,1,,0,
20200821,Returning Visitor,42,1,1,,0,,1,,0,
20200804,Returning Visitor,1106,3,1,,0,,1,,0,
20200823,Returning Visitor,4,79,1,,0,,1,,0,
20200813,Returning Visitor,2,72,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200829,Returning Visitor,161,1,1,,0,,1,,0,
20200813,Returning Visitor,6,51,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,61,65,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,24,13,1,,0,,1,,0,
20200813,Returning Visitor,42,11,1,,0,,1,,0,
20200825,Returning Visitor,138,0,1,,0,,1,,0,
20200816,Returning Visitor,7,31,1,,0,,1,,0,
20200826,Returning Visitor,8,28,1,,0,,1,,0,
20200826,Returning Visitor,2,162,1,,0,,1,,0,
20200817,Returning Visitor,92,3,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200812,Returning Visitor,291,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,2,61,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,247,1,1,,0,,1,,0,
20200805,Returning Visitor,3,47,1,,0,,1,,0,
20200825,Returning Visitor,4,20,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,2,84,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,671,0,1,,0,,1,,0,
20200820,Returning Visitor,6,14,1,,0,,1,,0,
20200812,Returning Visitor,35,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200822,Returning Visitor,22,17,1,,0,,1,,0,
20200806,Returning Visitor,8,16,1,,0,,1,,0,
20200811,Returning Visitor,6,86,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200808,Returning Visitor,2,31,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,182,7,1,,0,,1,,0,
20200810,Returning Visitor,227,0,1,,0,,1,,0,
20200805,Returning Visitor,11,24,1,,0,,1,,0,
20200809,Returning Visitor,4,37,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,2,114,1,,0,,1,,0,
20200824,Returning Visitor,14,10,1,,0,,1,,0,
20200821,Returning Visitor,4,14,1,,0,,1,,0,
20200811,Returning Visitor,254,7,1,,0,,1,,0,
20200805,Returning Visitor,35,52,1,,0,,1,,0,
20200819,Returning Visitor,167,1,1,,0,,1,,0,
20200821,Returning Visitor,8,15,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,164,0,1,,0,,1,,0,
20200819,Returning Visitor,156,0,1,,0,,1,,0,
20200829,Returning Visitor,2,51,1,,0,,1,,0,
20200828,Returning Visitor,2,160,1,,0,,1,,0,
20200813,Returning Visitor,8,91,1,,0,,1,,0,
20200828,Returning Visitor,7,14,1,,0,,1,,0,
20200824,Returning Visitor,112,0,1,,0,,1,,0,
20200825,Returning Visitor,2,20,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,129,8,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200829,Returning Visitor,10,14,1,,0,,1,,0,
20200805,Returning Visitor,2,155,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200808,Returning Visitor,8,17,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,2,25,1,,0,,1,,0,
20200813,Returning Visitor,3,6,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,2,46,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200815,Returning Visitor,164,0,1,,0,,1,,0,
20200820,Returning Visitor,632,0,1,,0,,1,,0,
20200804,Returning Visitor,149,0,1,,0,,1,,0,
20200825,Returning Visitor,29,3,1,,0,,1,,0,
20200819,Returning Visitor,16,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200823,Returning Visitor,6,19,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,348,0,1,,0,,1,,0,
20200830,Returning Visitor,14,2,1,,0,,1,,0,
20200814,Returning Visitor,216,1,1,,0,,1,,0,
20200814,Returning Visitor,5,40,1,,0,,1,,0,
20200812,Returning Visitor,42,14,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,30,1,1,,0,,1,,0,
20200829,Returning Visitor,2,81,1,,0,,1,,0,
20200805,Returning Visitor,163,3,1,,0,,1,,0,
20200814,Returning Visitor,28,2,1,,0,,1,,0,
20200810,Returning Visitor,5,152,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,295,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,25,15,1,,0,,1,,0,
20200831,Returning Visitor,224,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,30,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,33,5,1,,0,,1,,0,
20200813,Returning Visitor,5,3,1,,0,,1,,0,
20200816,Returning Visitor,64,1,1,,0,,1,,0,
20200824,Returning Visitor,76,1,1,,0,,1,,0,
20200804,Returning Visitor,31,19,1,,0,,1,,0,
20200830,Returning Visitor,6,7,1,,0,,1,,0,
20200827,Returning Visitor,7,10,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,8,15,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,47,4,1,,0,,1,,0,
20200814,Returning Visitor,24,22,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,15,19,1,,0,,1,,0,
20200804,Returning Visitor,12,13,1,,0,,1,,0,
20200820,Returning Visitor,338,0,1,,0,,1,,0,
20200811,Returning Visitor,25,7,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200808,Returning Visitor,186,3,1,,0,,1,,0,
20200828,Returning Visitor,2,53,1,,0,,1,,0,
20200825,Returning Visitor,7,17,1,,0,,1,,0,
20200814,Returning Visitor,41,2,1,,0,,1,,0,
20200831,Returning Visitor,39,11,1,,0,,1,,0,
20200809,Returning Visitor,2,30,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200823,Returning Visitor,2,26,1,,0,,1,,0,
20200820,Returning Visitor,34,61,1,,0,,1,,0,
20200813,Returning Visitor,43,0,1,,0,,1,,0,
20200826,Returning Visitor,3,16,1,,0,,1,,0,
20200814,Returning Visitor,106,0,1,,0,,1,,0,
20200812,Returning Visitor,2,84,1,,0,,1,,0,
20200821,Returning Visitor,46,9,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,206,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,4,26,1,,0,,1,,0,
20200810,Returning Visitor,5,136,1,,0,,1,,0,
20200828,Returning Visitor,5,15,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,181,0,1,,0,,1,,0,
20200813,Returning Visitor,253,0,1,,0,,1,,0,
20200828,Returning Visitor,164,0,1,,0,,1,,0,
20200831,Returning Visitor,33,3,1,,0,,1,,0,
20200809,Returning Visitor,207,0,1,,0,,1,,0,
20200818,Returning Visitor,2,76,1,,0,,1,,0,
20200814,Returning Visitor,3,18,1,,0,,1,,0,
20200824,Returning Visitor,35,1,1,,0,,1,,0,
20200829,Returning Visitor,36,0,1,,0,,1,,0,
20200827,Returning Visitor,9,12,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,143,0,1,,0,,1,,0,
20200816,Returning Visitor,9,14,1,,0,,1,,0,
20200815,Returning Visitor,2,32,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,39,3,1,,0,,1,,0,
20200813,Returning Visitor,139,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,22,8,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,30,46,1,,0,,1,,0,
20200828,Returning Visitor,3,63,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,2,44,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,73,16,1,,0,,1,,0,
20200812,Returning Visitor,6,31,1,,0,,1,,0,
20200830,Returning Visitor,6,8,1,,0,,1,,0,
20200806,Returning Visitor,2,146,1,,0,,1,,0,
20200813,Returning Visitor,564,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,149,13,1,,0,,1,,0,
20200831,Returning Visitor,6,17,1,,0,,1,,0,
20200825,Returning Visitor,33,24,1,,0,,1,,0,
20200817,Returning Visitor,4,32,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200826,Returning Visitor,169,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200825,Returning Visitor,134,0,1,,0,,1,,0,
20200818,Returning Visitor,16,1,1,,0,,1,,0,
20200813,Returning Visitor,2,9,1,,0,,1,,0,
20200831,Returning Visitor,3,88,1,,0,,1,,0,
20200817,Returning Visitor,3,26,1,,0,,1,,0,
20200807,Returning Visitor,6,6,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,7,6,1,,0,,1,,0,
20200805,Returning Visitor,10,15,1,,0,,1,,0,
20200828,Returning Visitor,2,62,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200830,Returning Visitor,2,151,1,,0,,1,,0,
20200807,Returning Visitor,6,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,9,29,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,2,141,1,,0,,1,,0,
20200825,Returning Visitor,58,0,1,,0,,1,,0,
20200829,Returning Visitor,132,0,1,,0,,1,,0,
20200831,Returning Visitor,293,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,28,0,1,,0,,1,,0,
20200824,Returning Visitor,19,18,1,,0,,1,,0,
20200815,Returning Visitor,80,3,1,,0,,1,,0,
20200804,Returning Visitor,18,68,1,,0,,1,,0,
20200810,Returning Visitor,2,179,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,329,0,1,,0,,1,,0,
20200808,Returning Visitor,5,26,1,,0,,1,,0,
20200826,Returning Visitor,5,127,1,,0,,1,,0,
20200813,Returning Visitor,183,0,1,,0,,1,,0,
20200810,Returning Visitor,9,52,1,,0,,1,,0,
20200827,Returning Visitor,41,11,1,,0,,1,,0,
20200818,Returning Visitor,30,88,1,,0,,1,,0,
20200805,Returning Visitor,323,0,1,,0,,1,,0,
20200825,Returning Visitor,110,0,1,,0,,1,,0,
20200823,Returning Visitor,17,8,1,,0,,1,,0,
20200824,Returning Visitor,3,100,1,,0,,1,,0,
20200804,Returning Visitor,5,14,1,,0,,1,,0,
20200821,Returning Visitor,16,8,1,,0,,1,,0,
20200815,Returning Visitor,20,2,1,,0,,1,,0,
20200804,Returning Visitor,7,45,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,40,18,1,,0,,1,,0,
20200804,Returning Visitor,12,6,1,,0,,1,,0,
20200820,Returning Visitor,6,25,1,,0,,1,,0,
20200820,Returning Visitor,4,23,1,,0,,1,,0,
20200821,Returning Visitor,3,86,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,5,58,1,,0,,1,,0,
20200829,Returning Visitor,6,11,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,198,0,1,,0,,1,,0,
20200809,Returning Visitor,5,181,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,2,41,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200827,Returning Visitor,5,20,1,,0,,1,,0,
20200804,Returning Visitor,15,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,584,0,1,,0,,1,,0,
20200827,Returning Visitor,36,77,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,24,2,1,,0,,1,,0,
20200809,Returning Visitor,10,23,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,4,24,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,43,0,1,,0,,1,,0,
20200813,Returning Visitor,5,41,1,,0,,1,,0,
20200823,Returning Visitor,4,27,1,,0,,1,,0,
20200816,Returning Visitor,6,6,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,12,4,1,,0,,1,,0,
20200818,Returning Visitor,33,0,1,,0,,1,,0,
20200808,Returning Visitor,144,3,1,,0,,1,,0,
20200828,Returning Visitor,201,0,1,,0,,1,,0,
20200814,Returning Visitor,2,97,1,,0,,1,,0,
20200825,Returning Visitor,13,5,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,135,6,1,,0,,1,,0,
20200829,Returning Visitor,5,3,1,,0,,1,,0,
20200809,Returning Visitor,2,46,1,,0,,1,,0,
20200805,Returning Visitor,53,0,1,,0,,1,,0,
20200809,Returning Visitor,9,13,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200822,Returning Visitor,3,56,1,,0,,1,,0,
20200815,Returning Visitor,10,5,1,,0,,1,,0,
20200831,Returning Visitor,3,175,1,,0,,1,,0,
20200823,Returning Visitor,4,16,1,,0,,1,,0,
20200820,Returning Visitor,633,0,1,,0,,1,,0,
20200814,Returning Visitor,52,8,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200823,Returning Visitor,2,36,1,,0,,1,,0,
20200821,Returning Visitor,329,0,1,,0,,1,,0,
20200829,Returning Visitor,68,9,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,329,0,1,,0,,1,,0,
20200831,Returning Visitor,239,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,12,34,1,,0,,1,,0,
20200819,Returning Visitor,3,56,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,2,50,1,,0,,1,,0,
20200819,Returning Visitor,2,36,1,,0,,1,,0,
20200826,Returning Visitor,219,0,1,,0,,1,,0,
20200829,Returning Visitor,5,44,1,,0,,1,,0,
20200804,Returning Visitor,5,12,1,,0,,1,,0,
20200813,Returning Visitor,22,51,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,4,45,1,,0,,1,,0,
20200804,Returning Visitor,581,0,1,,0,,1,,0,
20200830,Returning Visitor,2,33,1,,0,,1,,0,
20200813,Returning Visitor,4,96,1,,0,,1,,0,
20200826,Returning Visitor,2,12,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200820,Returning Visitor,6,5,1,,0,,1,,0,
20200814,Returning Visitor,110,0,1,,0,,1,,0,
20200817,Returning Visitor,35,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,125,2,1,,0,,1,,0,
20200815,Returning Visitor,321,0,1,,0,,1,,0,
20200810,Returning Visitor,3,19,1,,0,,1,,0,
20200813,Returning Visitor,2,92,1,,0,,1,,0,
20200829,Returning Visitor,238,1,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200828,Returning Visitor,73,0,1,,0,,1,,0,
20200819,Returning Visitor,25,5,1,,0,,1,,0,
20200826,Returning Visitor,103,20,1,,0,,1,,0,
20200822,Returning Visitor,3,32,1,,0,,1,,0,
20200829,Returning Visitor,565,0,1,,0,,1,,0,
20200828,Returning Visitor,224,0,1,,0,,1,,0,
20200819,Returning Visitor,161,0,1,,0,,1,,0,
20200815,Returning Visitor,4,22,1,,0,,1,,0,
20200815,Returning Visitor,48,1,1,,0,,1,,0,
20200830,Returning Visitor,4,51,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,16,2,1,,0,,1,,0,
20200809,Returning Visitor,2,112,1,,0,,1,,0,
20200813,Returning Visitor,3,177,1,,0,,1,,0,
20200808,Returning Visitor,203,0,1,,0,,1,,0,
20200824,Returning Visitor,3,30,1,,0,,1,,0,
20200808,Returning Visitor,86,0,1,,0,,1,,0,
20200828,Returning Visitor,17,13,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200806,Returning Visitor,288,0,1,,0,,1,,0,
20200815,Returning Visitor,2,61,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200804,Returning Visitor,8,30,1,,0,,1,,0,
20200815,Returning Visitor,54,0,1,,0,,1,,0,
20200824,Returning Visitor,193,0,1,,0,,1,,0,
20200831,Returning Visitor,3,20,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200812,Returning Visitor,22,3,1,,0,,1,,0,
20200816,Returning Visitor,18,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,176,0,1,,0,,1,,0,
20200806,Returning Visitor,53,6,1,,0,,1,,0,
20200811,Returning Visitor,19,10,1,,0,,1,,0,
20200820,Returning Visitor,15,26,1,,0,,1,,0,
20200808,Returning Visitor,8,4,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,2,23,1,,0,,1,,0,
20200825,Returning Visitor,148,0,1,,0,,1,,0,
20200808,Returning Visitor,3,7,1,,0,,1,,0,
20200820,Returning Visitor,222,0,1,,0,,1,,0,
20200810,Returning Visitor,64,0,1,,0,,1,,0,
20200831,Returning Visitor,282,0,1,,0,,1,,0,
20200818,Returning Visitor,104,24,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,49,2,1,,0,,1,,0,
20200825,Returning Visitor,3,24,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200821,Returning Visitor,54,0,1,,0,,1,,0,
20200804,Returning Visitor,41,0,1,,0,,1,,0,
20200811,Returning Visitor,17,39,1,,0,,1,,0,
20200830,Returning Visitor,6,95,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,21,1,1,,0,,1,,0,
20200814,Returning Visitor,200,0,1,,0,,1,,0,
20200821,Returning Visitor,7,64,1,,0,,1,,0,
20200809,Returning Visitor,10,5,1,,0,,1,,0,
20200827,Returning Visitor,5,27,1,,0,,1,,0,
20200818,Returning Visitor,9,13,1,,0,,1,,0,
20200804,Returning Visitor,6,28,1,,0,,1,,0,
20200813,Returning Visitor,2,35,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200824,Returning Visitor,5,9,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,2,39,1,,0,,1,,0,
20200831,Returning Visitor,2,100,1,,0,,1,,0,
20200814,Returning Visitor,411,7,1,,0,,1,,0,
20200826,Returning Visitor,54,12,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200819,Returning Visitor,31,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,2,83,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200830,Returning Visitor,9,16,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,4,27,1,,0,,1,,0,
20200831,Returning Visitor,4,17,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200814,Returning Visitor,10,38,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200811,Returning Visitor,2,53,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200831,Returning Visitor,27,10,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200818,Returning Visitor,55,4,1,,0,,1,,0,
20200818,Returning Visitor,623,0,1,,0,,1,,0,
20200813,Returning Visitor,2,90,1,,0,,1,,0,
20200818,Returning Visitor,13,7,1,,0,,1,,0,
20200826,Returning Visitor,161,0,1,,0,,1,,0,
20200817,Returning Visitor,6,82,1,,0,,1,,0,
20200825,Returning Visitor,5,15,1,,0,,1,,0,
20200829,Returning Visitor,35,0,1,,0,,1,,0,
20200805,Returning Visitor,42,6,1,,0,,1,,0,
20200804,Returning Visitor,55,11,1,,0,,1,,0,
20200821,Returning Visitor,21,3,1,,0,,1,,0,
20200814,Returning Visitor,63,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200810,Returning Visitor,13,2,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200805,Returning Visitor,403,0,1,-0.6666666666666666,0,,1,-0.6666666666666666,0,
20200813,Returning Visitor,2,18,1,,0,,1,,0,
