Fecha,Red de distribución de anuncios,Tipo de concordancia de la consulta,Impresiones,Clics de AdX,Coste,CPM,CPC,CTR,Coste por transacción,Coste por conversión de objetivo,Coste por conversión,RPC,Retorno de la inversión en publicidad (ROAS),day
2020-01-29,Google Search,Exact match,734,0,300389.0,409249.31880109,1173.39453125,0.34877384196185285,0.0,1687.5786516853934,1687.5786516853934,0.0,0.0,Tuesday
2020-01-29,Google Search,Phrase match,539,0,586405.0,1087949.9072356215,1413.0240963855426,0.7699443413729128,0.0,3807.8246753246754,3807.8246753246754,0.0,0.0,Tuesday
2020-01-30,Search partners,Exact match,11,0,1132.0,102909.09090909091,377.33333333333326,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,Wednesday
2020-01-30,Google Search,Phrase match,744,0,575096.0,772978.4946236559,1000.1669565217392,0.7728494623655914,0.0,3343.5813953488373,3343.5813953488373,0.0,0.0,Wednesday
2020-01-30,Search partners,Phrase match,36,0,2550.0,70833.33333333334,510.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,Wednesday
2020-01-30,Google Search,Exact match,784,0,238433.0,304123.7244897959,845.5070921985817,0.3596938775510204,0.0,1180.361386138614,1180.361386138614,0.0,0.0,Wednesday
2020-01-30,Google Search,Broad match,114,0,73554.0,645210.5263157893,980.72,0.6578947368421053,0.0,2298.5625,2298.5625,0.0,0.0,Wednesday
2020-01-31,Google Search,Phrase match,810,0,540892.0,667767.9012345679,937.421143847487,0.7123456790123457,0.0,2481.1559633027523,2481.1559633027523,0.0,0.0,Thursday
2020-01-31,Google Search,Broad match,151,0,71520.0,473642.38410596026,777.3913043478261,0.6092715231788081,0.0,1663.2558139534885,1663.2558139534885,0.0,0.0,Thursday
2020-01-31,Search partners,Phrase match,60,0,7369.0,122816.66666666669,669.9090909090909,0.18333333333333326,0.0,2456.333333333333,2456.333333333333,0.0,0.0,Thursday
2020-01-31,Google Search,Exact match,713,0,169377.0,237555.39971949512,651.45,0.3646563814866761,0.0,996.3352941176472,996.3352941176472,0.0,0.0,Thursday
2020-01-01,Google Search,Phrase match,138,0,131567.0,953384.0579710144,1879.5285714285715,0.5072463768115942,0.0,26313.4,26313.4,0.0,0.0,Tuesday
2020-01-01,Google Search,Broad match,8,0,13618.0,1702250.0,1702.25,1.0,0.0,2723.6,2723.6,0.0,0.0,Tuesday
2020-01-01,Google Search,Exact match,380,0,101739.0,267734.2105263158,1994.8823529411764,0.13421052631578947,0.0,0.0,0.0,0.0,0.0,Tuesday
2020-01-02,Google Search,Phrase match,131,0,137578.0,1050213.7404580154,2501.418181818182,0.4198473282442748,0.0,27515.6,27515.6,0.0,0.0,Wednesday
2020-01-02,Google Search,Exact match,372,0,148587.0,399427.41935483867,2606.7894736842104,0.1532258064516129,0.0,0.0,0.0,0.0,0.0,Wednesday
2020-01-02,Google Search,Broad match,12,0,14865.0,1238750.0,2123.5714285714284,0.5833333333333334,0.0,4955.0,4955.0,0.0,0.0,Wednesday
2020-01-03,Google Search,Broad match,4,0,1505.0,376250.0,752.5,0.5,0.0,501.66666666666674,501.66666666666674,0.0,0.0,Thursday
2020-01-03,Google Search,Phrase match,122,0,67492.0,553213.1147540985,1499.8222222222225,0.3688524590163935,0.0,22497.33333333333,22497.33333333333,0.0,0.0,Thursday
2020-01-03,Google Search,Exact match,315,0,121400.0,385396.8253968254,2207.2727272727275,0.1746031746031746,0.0,0.0,0.0,0.0,0.0,Thursday
2020-01-04,Search partners,Phrase match,13,0,1051.0,80846.15384615387,1051.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,Friday
2020-01-04,Google Search,Exact match,320,0,126459.0,395184.375,2039.6612903225805,0.19375,0.0,0.0,0.0,0.0,0.0,Friday
2020-01-04,Google Search,Broad match,2,0,864.0,432000.0,864.0,0.5,0.0,0.0,0.0,0.0,0.0,Friday
2020-01-04,Google Search,Phrase match,116,0,72433.0,624422.4137931034,1724.5952380952388,0.3620689655172414,0.0,24144.33333333333,24144.33333333333,0.0,0.0,Friday
2020-01-05,Google Search,Phrase match,383,0,205606.0,536830.2872062663,2507.390243902439,0.21409921671018275,0.0,25700.75,25700.75,0.0,0.0,Saturday
2020-01-05,Search partners,Phrase match,18,0,207.0,11500.0,207.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,Saturday
2020-01-05,Google Search,Broad match,5,0,3961.0,792200.0,792.2,1.0,0.0,0.0,0.0,0.0,0.0,Saturday
